"Komponente","","'=","339 80 Windgeschwindigkeit WIG m/s"
"Station","","'=","4453 Heidelberg HD 10 49"
"Aggregation / Periode","","'=","0000000030 30 Minutenwert fest"
"Zeitraum","","'=","Mon Feb 22 00:00:00 CET 2021 Sun Feb 28 23:59:59 CET 2021"


"Stationsnummer","Messstelle","Komponente / Einheit","Datum / Uhrzeit","Wert","Aggregationszeitraum","Aggregationsart"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-26 23:00","           0,8","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-26 23:30","","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-26 24:00","           0,2","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 00:30","           0,4","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 01:00","           0,5","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 01:30","           0,7","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 02:00","           0,5","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 02:30","           1,1","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 03:00","           0,9","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 03:30","           1,2","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 04:00","           0,6","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 04:30","           0,7","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 05:00","           0,6","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 05:30","           0,6","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 06:00","           0,4","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 06:30","           0,6","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 07:00","           0,3","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 07:30","           0,5","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 08:00","           0,4","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 08:30","           0,6","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 09:00","           0,8","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 09:30","           0,4","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 10:00","           0,9","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 10:30","           1,7","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 11:00","           1,7","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 11:30","           1,8","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 12:00","           2,3","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 12:30","           2,4","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 13:00","           2,6","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 13:30","           1,7","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 14:00","           1,5","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 14:30","           1,8","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 15:00","           1,8","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 15:30","           1,5","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 16:00","           1,6","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 16:30","           1,7","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 17:00","           1,8","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 17:30","           1,4","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 18:00","           1,3","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 18:30","           2,0","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 19:00","           2,1","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 19:30","           1,6","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 20:00","           1,6","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 20:30","           1,3","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 21:00","           1,3","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 21:30","           2,7","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 22:00","           1,5","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 22:30","           1,7","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 23:00","           1,2","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 23:30","","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-27 24:00","           1,6","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 00:30","           1,7","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 01:00","           1,5","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 01:30","           1,1","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 02:00","           0,6","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 02:30","           1,3","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 03:00","           0,8","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 03:30","           0,7","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 04:00","           1,0","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 04:30","           1,2","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 05:00","           0,8","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 05:30","           1,4","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 06:00","           1,1","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 06:30","           1,2","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 07:00","           1,6","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 07:30","           1,4","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 08:00","           0,9","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 08:30","           1,5","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 09:00","           1,3","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 09:30","           1,2","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 10:00","           1,3","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 10:30","           1,8","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 11:00","           1,6","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 11:30","           1,5","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 12:00","           2,0","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 12:30","           1,9","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 13:00","           2,3","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 13:30","           2,2","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 14:00","           1,9","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 14:30","           1,5","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 15:00","           2,1","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 15:30","           1,9","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 16:00","           1,6","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 16:30","           2,0","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 17:00","           1,9","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 17:30","           1,5","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 18:00","           1,2","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 18:30","           0,9","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 19:00","           0,8","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 19:30","           0,8","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 20:00","           0,7","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 20:30","           1,0","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 21:00","           0,8","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 21:30","           0,7","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 22:00","           1,3","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 22:30","           1,0","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 23:00","           0,9","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 23:30","","30 Minutenwert","Mittelwert (arithm.)"
"4453","Heidelberg","Windgeschwindigkeit m/s","2021-02-28 24:00","           0,8","30 Minutenwert","Mittelwert (arithm.)"
