,dateObserved,solarRadiation,windSpeed,windDirection,u,v,std
0,2021-07-12 00:00:00+00:00,0.0,5.133333333333334,107.11666666666667,4.905964866358389,-1.5108341540911205,13.033803117713349
1,2021-07-12 01:00:00+00:00,0.0,5.333333333333333,110.75,4.9873877849920625,-1.8895522026544835,13.033803117713349
2,2021-07-12 02:00:00+00:00,0.0,4.933333333333334,112.35000000000001,4.562732592288311,-1.8759661694838115,13.033803117713349
3,2021-07-12 03:00:00+00:00,4.6499999999999995,4.916666666666667,111.06666666666666,4.588050505025506,-1.7673153862416062,13.033803117713349
4,2021-07-12 04:00:00+00:00,91.44,4.88,104.25999999999999,4.729637113481454,-1.2020535656861644,13.033803117713349
5,2021-07-12 05:00:00+00:00,223.15,4.3999999999999995,102.3,4.299000527515159,-0.9373336996098963,13.033803117713349
6,2021-07-12 06:00:00+00:00,337.3333333333333,3.4333333333333336,100.55,3.375294559241675,-0.628621043341158,13.033803117713349
7,2021-07-12 07:00:00+00:00,450.3333333333333,3.65,80.66666666666667,3.601679592210914,0.5919494193353212,13.033803117713349
8,2021-07-12 08:00:00+00:00,564.7166666666667,8.183333333333334,89.73333333333333,8.183244701106297,0.038086825283495,13.033803117713349
9,2021-07-12 09:00:00+00:00,557.5166666666667,8.116666666666665,92.11666666666667,8.111128602310613,-0.29978421332092053,13.033803117713349
10,2021-07-12 10:00:00+00:00,606.3666666666667,6.1499999999999995,89.66666666666667,6.149895922675126,0.03577904783321204,13.033803117713349
11,2021-07-12 11:00:00+00:00,727.1999999999999,5.766666666666667,89.51666666666667,5.766461484076693,0.04864562780426745,13.033803117713349
12,2021-07-12 12:00:00+00:00,725.3833333333333,5.616666666666667,95.61666666666667,5.589700893639125,-0.5497166216282848,13.033803117713349
13,2021-07-12 13:00:00+00:00,640.4499999999999,5.266666666666667,90.5,5.266466128137969,-0.04595975362476855,13.033803117713349
14,2021-07-12 14:00:00+00:00,329.5,4.166666666666667,90.66666666666667,4.166384616682342,-0.04848027417248768,13.033803117713349
15,2021-07-12 15:00:00+00:00,324.43333333333334,3.6999999999999997,92.8,3.6955827081633057,-0.18074414824376908,13.033803117713349
16,2021-07-12 16:00:00+00:00,342.18333333333334,5.333333333333333,96.53333333333335,5.298697752405964,-0.6068332333453974,13.033803117713349
17,2021-07-12 17:00:00+00:00,179.8166666666667,4.6499999999999995,91.7,4.647953349555135,-0.1379480349957654,13.033803117713349
18,2021-07-12 18:00:00+00:00,48.68333333333334,4.133333333333334,101.39999999999999,4.051787521769784,-0.8169836735670539,13.033803117713349
19,2021-07-12 19:00:00+00:00,5.783333333333334,3.8666666666666667,107.53333333333335,3.687028470488774,-1.1648743146435694,13.033803117713349
20,2021-07-12 20:00:00+00:00,0.0,2.65,99.18333333333334,2.61603423678134,-0.42292419177421464,13.033803117713349
21,2021-07-12 21:00:00+00:00,0.0,1.86,104.28,1.8025295177988951,-0.45878899012910335,13.033803117713349
22,2021-07-12 22:00:00+00:00,0.0,1.8166666666666667,97.41666666666667,1.801467807142227,-0.2345027027732386,13.033803117713349
23,2021-07-12 23:00:00+00:00,0.0,1.0333333333333332,75.91666666666667,1.0022742669509694,0.2514439730549816,13.033803117713349
24,2021-07-13 00:00:00+00:00,0.0,0.9666666666666667,67.03333333333333,0.8900409486230118,0.377189016566885,13.033803117713349
25,2021-07-13 01:00:00+00:00,0.0,2.733333333333333,102.86666666666667,2.664701823060718,-0.6086668261766821,13.033803117713349
26,2021-07-13 02:00:00+00:00,0.0,1.5333333333333334,146.08333333333334,0.8555793401212017,-1.2724366797090063,13.033803117713349
27,2021-07-13 03:00:00+00:00,0.3833333333333333,2.1333333333333333,129.85,1.6378125440688276,-1.3669971403049477,13.033803117713349
28,2021-07-13 04:00:00+00:00,8.766666666666667,2.8166666666666664,97.38333333333333,2.79331251595833,-0.36196173734478415,13.033803117713349
29,2021-07-13 05:00:00+00:00,25.72,1.22,241.94,-1.0765956848042295,-0.5738830294240386,13.033803117713349
30,2021-07-13 06:00:00+00:00,54.416666666666664,1.0333333333333334,317.31666666666666,-0.7005440586290654,0.7596155604628531,13.033803117713349
31,2021-07-13 07:00:00+00:00,73.64999999999999,1.1666666666666667,295.96666666666664,-1.0488904162046349,0.5108228713606894,13.033803117713349
32,2021-07-13 08:00:00+00:00,46.56,1.0,255.35999999999999,-0.9675329570616297,-0.2527448852095304,13.033803117713349
33,2021-07-13 09:00:00+00:00,55.13333333333333,1.25,270.93333333333334,-1.249834156405459,0.020361274082307333,13.033803117713349
34,2021-07-13 10:00:00+00:00,51.050000000000004,3.0999999999999996,173.63333333333333,0.34376136416903613,-3.0808810630247705,13.033803117713349
35,2021-07-13 11:00:00+00:00,70.61666666666666,2.3000000000000003,146.20000000000002,1.2794799156507006,-1.9112642793309553,13.033803117713349
36,2021-07-13 12:00:00+00:00,48.6,2.4,204.0,-0.9761679433819195,-2.1925090983422426,13.033803117713349
37,2021-07-13 13:00:00+00:00,123.06666666666668,1.5333333333333332,223.01666666666665,-1.0460569791729968,-1.1211047709445248,13.033803117713349
38,2021-07-13 14:00:00+00:00,222.6,1.4000000000000001,212.26666666666665,-0.7474047078218927,-1.1838015892562703,13.033803117713349
39,2021-07-13 15:00:00+00:00,117.63333333333333,1.6666666666666667,205.20000000000002,-0.7096321526084545,-1.5080450874433657,13.033803117713349
40,2021-07-13 16:00:00+00:00,63.699999999999996,1.5999999999999999,249.81666666666663,-1.5017494819631396,-0.5520403005428512,13.033803117713349
