Jahr,Monat,Tag,Zeit,WiRi Grad,WiGe m/s,Lufttemp,Rel. Feuchte
1989,03,01,0000,999,99.9, 99.9,999
1989,03,01,0030,999,99.9, 99.9,999
1989,03,01,0100,999,99.9, 99.9,999
1989,03,01,0130,999,99.9, 99.9,999
1989,03,01,0200,999,99.9, 99.9,999
1989,03,01,0230,999,99.9, 99.9,999
1989,03,01,0300,999,99.9, 99.9,999
1989,03,01,0330,999,99.9, 99.9,999
1989,03,01,0400,999,99.9, 99.9,999
1989,03,01,0430,999,99.9, 99.9,999
1989,03,01,0500,999,99.9, 99.9,999
1989,03,01,0530,999,99.9, 99.9,999
1989,03,01,0600,999,99.9, 99.9,999
1989,03,01,0630,999,99.9, 99.9,999
1989,03,01,0700,999,99.9, 99.9,999
1989,03,01,0730,999,99.9, 99.9,999
1989,03,01,0800,999,99.9, 99.9,999
1989,03,01,0830,999,99.9, 99.9,999
1989,03,01,0900,999,99.9, 99.9,999
1989,03,01,0930,999,99.9, 99.9,999
1989,03,01,1000,999,99.9, 99.9,999
1989,03,01,1030,999,99.9, 99.9,999
1989,03,01,1100,999,99.9, 99.9,999
1989,03,01,1130,999,99.9, 99.9,999
1989,03,01,1200,999,99.9, 99.9,999
1989,03,01,1230,999,99.9, 99.9,999
1989,03,01,1300,999,99.9, 99.9,999
1989,03,01,1330,999,99.9, 99.9,999
1989,03,01,1400,999,99.9, 99.9,999
1989,03,01,1430,999,99.9, 99.9,999
1989,03,01,1500,999,99.9, 99.9,999
1989,03,01,1530,999,99.9, 99.9,999
1989,03,01,1600,999,99.9, 99.9,999
1989,03,01,1630,999,99.9, 99.9,999
1989,03,01,1700,999,99.9, 99.9,999
1989,03,01,1730,999,99.9, 99.9,999
1989,03,01,1800,999,99.9, 99.9,999
1989,03,01,1830,999,99.9, 99.9,999
1989,03,01,1900,999,99.9, 99.9,999
1989,03,01,1930,999,99.9, 99.9,999
1989,03,01,2000,999,99.9, 99.9,999
1989,03,01,2030,999,99.9, 99.9,999
1989,03,01,2100,999,99.9, 99.9,999
1989,03,01,2130,999,99.9, 99.9,999
1989,03,01,2200,999,99.9, 99.9,999
1989,03,01,2230,999,99.9, 99.9,999
1989,03,01,2300,999,99.9, 99.9,999
1989,03,01,2330,999, 0.0, 99.9,999
1989,03,02,0000,999,99.9, 99.9,999
1989,03,02,0030,999,99.9, 99.9,999
1989,03,02,0100,999,99.9, 99.9,999
1989,03,02,0130,999,99.9, 99.9,999
1989,03,02,0200,999,99.9, 99.9,999
1989,03,02,0230,999,99.9, 99.9,999
1989,03,02,0300,999,99.9, 99.9,999
1989,03,02,0330,999,99.9, 99.9,999
1989,03,02,0400,999,99.9, 99.9,999
1989,03,02,0430,999,99.9, 99.9,999
1989,03,02,0500,999,99.9, 99.9,999
1989,03,02,0530,999,99.9, 99.9,999
1989,03,02,0600,999,99.9, 99.9,999
1989,03,02,0630,999,99.9, 99.9,999
1989,03,02,0700,999,99.9, 99.9,999
1989,03,02,0730,999,99.9, 99.9,999
1989,03,02,0800,999,99.9, 99.9,999
1989,03,02,0830,999,99.9, 99.9,999
1989,03,02,0900,999,99.9, 99.9,999
1989,03,02,0930,999,99.9, 99.9,999
1989,03,02,1000,999,99.9, 99.9,999
1989,03,02,1030,999,99.9, 99.9,999
1989,03,02,1100,999,99.9, 99.9,999
1989,03,02,1130,999,99.9, 99.9,999
1989,03,02,1200,999,99.9, 99.9,999
1989,03,02,1230,999,99.9, 99.9,999
1989,03,02,1300,999,99.9, 99.9,999
1989,03,02,1330,999,99.9, 99.9,999
1989,03,02,1400,999,99.9, 99.9,999
1989,03,02,1430,999,99.9, 99.9,999
1989,03,02,1500,999,99.9, 99.9,999
1989,03,02,1530,999,99.9, 99.9,999
1989,03,02,1600,999,99.9, 99.9,999
1989,03,02,1630,999,99.9, 99.9,999
1989,03,02,1700,999,99.9, 99.9,999
1989,03,02,1730,999,99.9, 99.9,999
1989,03,02,1800,999,99.9, 99.9,999
1989,03,02,1830,999,99.9, 99.9,999
1989,03,02,1900,999,99.9, 99.9,999
1989,03,02,1930,999,99.9, 99.9,999
1989,03,02,2000,999,99.9, 99.9,999
1989,03,02,2030,999,99.9, 99.9,999
1989,03,02,2100,999,99.9, 99.9,999
1989,03,02,2130,999,99.9, 99.9,999
1989,03,02,2200,999,99.9, 99.9,999
1989,03,02,2230,999,99.9, 99.9,999
1989,03,02,2300,999,99.9, 99.9,999
1989,03,02,2330,999,99.9, 99.9,999
1989,03,03,0000,999,99.9, 99.9,999
1989,03,03,0030,999,99.9, 99.9,999
1989,03,03,0100,999,99.9, 99.9,999
1989,03,03,0130,999,99.9, 99.9,999
1989,03,03,0200,999,99.9, 99.9,999
1989,03,03,0230,999,99.9, 99.9,999
1989,03,03,0300,999,99.9, 99.9,999
1989,03,03,0330,999,99.9, 99.9,999
1989,03,03,0400,999,99.9, 99.9,999
1989,03,03,0430,999,99.9, 99.9,999
1989,03,03,0500,999,99.9, 99.9,999
1989,03,03,0530,999,99.9, 99.9,999
1989,03,03,0600,999,99.9, 99.9,999
1989,03,03,0630,999,99.9, 99.9,999
1989,03,03,0700,999,99.9, 99.9,999
1989,03,03,0730,999,99.9, 99.9,999
1989,03,03,0800,999,99.9, 99.9,999
1989,03,03,0830,999,99.9, 99.9,999
1989,03,03,0900,999,99.9, 99.9,999
1989,03,03,0930,999,99.9, 99.9,999
1989,03,03,1000,999,99.9, 99.9,999
1989,03,03,1030,999,99.9, 99.9,999
1989,03,03,1100,999,99.9, 99.9,999
1989,03,03,1130,999,99.9, 99.9,999
1989,03,03,1200,999,99.9, 99.9,999
1989,03,03,1230,999,99.9, 99.9,999
1989,03,03,1300,999,99.9, 99.9,999
1989,03,03,1330,999,99.9, 99.9,999
1989,03,03,1400,999,99.9, 99.9,999
1989,03,03,1430,999,99.9, 99.9,999
1989,03,03,1500,999,99.9, 99.9,999
1989,03,03,1530,999,99.9, 99.9,999
1989,03,03,1600,999,99.9, 99.9,999
1989,03,03,1630,999,99.9, 99.9,999
1989,03,03,1700,999,99.9, 99.9,999
1989,03,03,1730,999,99.9, 99.9,999
1989,03,03,1800,999,99.9, 99.9,999
1989,03,03,1830,999,99.9, 99.9,999
1989,03,03,1900,999,99.9, 99.9,999
1989,03,03,1930,999,99.9, 99.9,999
1989,03,03,2000,999,99.9, 99.9,999
1989,03,03,2030,999,99.9, 99.9,999
1989,03,03,2100,999,99.9, 99.9,999
1989,03,03,2130,999,99.9, 99.9,999
1989,03,03,2200,999,99.9, 99.9,999
1989,03,03,2230,999,99.9, 99.9,999
1989,03,03,2300,999,99.9, 99.9,999
1989,03,03,2330,999,99.9, 99.9,999
1989,03,04,0000,999,99.9, 99.9,999
1989,03,04,0030,999,99.9, 99.9,999
1989,03,04,0100,999,99.9, 99.9,999
1989,03,04,0130,999,99.9, 99.9,999
1989,03,04,0200,999,99.9, 99.9,999
1989,03,04,0230,999,99.9, 99.9,999
1989,03,04,0300,999,99.9, 99.9,999
1989,03,04,0330,999,99.9, 99.9,999
1989,03,04,0400,999,99.9, 99.9,999
1989,03,04,0430,999,99.9, 99.9,999
1989,03,04,0500,999,99.9, 99.9,999
1989,03,04,0530,999,99.9, 99.9,999
1989,03,04,0600,999,99.9, 99.9,999
1989,03,04,0630,999,99.9, 99.9,999
1989,03,04,0700,999,99.9, 99.9,999
1989,03,04,0730,999,99.9, 99.9,999
1989,03,04,0800,999,99.9, 99.9,999
1989,03,04,0830,999,99.9, 99.9,999
1989,03,04,0900,999,99.9, 99.9,999
1989,03,04,0930,999,99.9, 99.9,999
1989,03,04,1000,999,99.9, 99.9,999
1989,03,04,1030,999,99.9, 99.9,999
1989,03,04,1100,999,99.9, 99.9,999
1989,03,04,1130,999,99.9, 99.9,999
1989,03,04,1200,999,99.9, 99.9,999
1989,03,04,1230,999,99.9, 99.9,999
1989,03,04,1300,999,99.9, 99.9,999
1989,03,04,1330,999,99.9, 99.9,999
1989,03,04,1400,999,99.9, 99.9,999
1989,03,04,1430,999,99.9, 99.9,999
1989,03,04,1500,999,99.9, 99.9,999
1989,03,04,1530,999,99.9, 99.9,999
1989,03,04,1600,999,99.9, 99.9,999
1989,03,04,1630,999,99.9, 99.9,999
1989,03,04,1700,999,99.9, 99.9,999
1989,03,04,1730,999,99.9, 99.9,999
1989,03,04,1800,999,99.9, 99.9,999
1989,03,04,1830,999,99.9, 99.9,999
1989,03,04,1900,999,99.9, 99.9,999
1989,03,04,1930,999,99.9, 99.9,999
1989,03,04,2000,999,99.9, 99.9,999
1989,03,04,2030,999,99.9, 99.9,999
1989,03,04,2100,999,99.9, 99.9,999
1989,03,04,2130,999,99.9, 99.9,999
1989,03,04,2200,999,99.9, 99.9,999
1989,03,04,2230,999,99.9, 99.9,999
1989,03,04,2300,999,99.9, 99.9,999
1989,03,04,2330,999,99.9, 99.9,999
1989,03,05,0000,999,99.9, 99.9,999
1989,03,05,0030,999,99.9, 99.9,999
1989,03,05,0100,999,99.9, 99.9,999
1989,03,05,0130,999,99.9, 99.9,999
1989,03,05,0200,999,99.9, 99.9,999
1989,03,05,0230,999,99.9, 99.9,999
1989,03,05,0300,999,99.9, 99.9,999
1989,03,05,0330,999,99.9, 99.9,999
1989,03,05,0400,999,99.9, 99.9,999
1989,03,05,0430,999,99.9, 99.9,999
1989,03,05,0500,999,99.9, 99.9,999
1989,03,05,0530,999,99.9, 99.9,999
1989,03,05,0600,999,99.9, 99.9,999
1989,03,05,0630,999,99.9, 99.9,999
1989,03,05,0700,999,99.9, 99.9,999
1989,03,05,0730,999,99.9, 99.9,999
1989,03,05,0800,999,99.9, 99.9,999
1989,03,05,0830,999,99.9, 99.9,999
1989,03,05,0900,999,99.9, 99.9,999
1989,03,05,0930,999,99.9, 99.9,999
1989,03,05,1000,999,99.9, 99.9,999
1989,03,05,1030,999,99.9, 99.9,999
1989,03,05,1100,999,99.9, 99.9,999
1989,03,05,1130,999,99.9, 99.9,999
1989,03,05,1200,999,99.9, 99.9,999
1989,03,05,1230,999,99.9, 99.9,999
1989,03,05,1300,999,99.9, 99.9,999
1989,03,05,1330,999,99.9, 99.9,999
1989,03,05,1400,999,99.9, 99.9,999
1989,03,05,1430,999,99.9, 99.9,999
1989,03,05,1500,999,99.9, 99.9,999
1989,03,05,1530,999,99.9, 99.9,999
1989,03,05,1600,999,99.9, 99.9,999
1989,03,05,1630,999,99.9, 99.9,999
1989,03,05,1700,999,99.9, 99.9,999
1989,03,05,1730,999,99.9, 99.9,999
1989,03,05,1800,999,99.9, 99.9,999
1989,03,05,1830,999,99.9, 99.9,999
1989,03,05,1900,999,99.9, 99.9,999
1989,03,05,1930,999,99.9, 99.9,999
1989,03,05,2000,999,99.9, 99.9,999
1989,03,05,2030,999,99.9, 99.9,999
1989,03,05,2100,999,99.9, 99.9,999
1989,03,05,2130,999,99.9, 99.9,999
1989,03,05,2200,999,99.9, 99.9,999
1989,03,05,2230,999,99.9, 99.9,999
1989,03,05,2300,999,99.9, 99.9,999
1989,03,05,2330,999,99.9, 99.9,999
1989,03,06,0000,999,99.9, 99.9,999
1989,03,06,0030,999,99.9, 99.9,999
1989,03,06,0100,999,99.9, 99.9,999
1989,03,06,0130,999,99.9, 99.9,999
1989,03,06,0200,999,99.9, 99.9,999
1989,03,06,0230,999,99.9, 99.9,999
1989,03,06,0300,999,99.9, 99.9,999
1989,03,06,0330,999,99.9, 99.9,999
1989,03,06,0400,999,99.9, 99.9,999
1989,03,06,0430,999,99.9, 99.9,999
1989,03,06,0500,999,99.9, 99.9,999
1989,03,06,0530,999,99.9, 99.9,999
1989,03,06,0600,999,99.9, 99.9,999
1989,03,06,0630,999,99.9, 99.9,999
1989,03,06,0700,999,99.9, 99.9,999
1989,03,06,0730,999,99.9, 99.9,999
1989,03,06,0800,999,99.9, 99.9,999
1989,03,06,0830,999,99.9, 99.9,999
1989,03,06,0900,999,99.9, 99.9,999
1989,03,06,0930,999,99.9, 99.9,999
1989,03,06,1000,999,99.9, 99.9,999
1989,03,06,1030,999,99.9, 99.9,999
1989,03,06,1100,999,99.9, 99.9,999
1989,03,06,1130,999,99.9, 99.9,999
1989,03,06,1200,999,99.9, 99.9,999
1989,03,06,1230,999,99.9, 99.9,999
1989,03,06,1300,999,99.9, 99.9,999
1989,03,06,1330,999,99.9, 99.9,999
1989,03,06,1400,999,99.9, 99.9,999
1989,03,06,1430,999,99.9, 99.9,999
1989,03,06,1500,999,99.9, 99.9,999
1989,03,06,1530,999,99.9, 99.9,999
1989,03,06,1600,999,99.9, 99.9,999
1989,03,06,1630,999,99.9, 99.9,999
1989,03,06,1700,999,99.9, 99.9,999
1989,03,06,1730,999,99.9, 99.9,999
1989,03,06,1800,999,99.9, 99.9,999
1989,03,06,1830,999,99.9, 99.9,999
1989,03,06,1900,999,99.9, 99.9,999
1989,03,06,1930,999,99.9, 99.9,999
1989,03,06,2000,999,99.9, 99.9,999
1989,03,06,2030,999,99.9, 99.9,999
1989,03,06,2100,999,99.9, 99.9,999
1989,03,06,2130,999,99.9, 99.9,999
1989,03,06,2200,999,99.9, 99.9,999
1989,03,06,2230,999,99.9, 99.9,999
1989,03,06,2300,999,99.9, 99.9,999
1989,03,06,2330,999,99.9, 99.9,999
1989,03,07,0000,999,99.9, 99.9,999
1989,03,07,0030,999,99.9, 99.9,999
1989,03,07,0100,999,99.9, 99.9,999
1989,03,07,0130,999,99.9, 99.9,999
1989,03,07,0200,999,99.9, 99.9,999
1989,03,07,0230,999,99.9, 99.9,999
1989,03,07,0300,999,99.9, 99.9,999
1989,03,07,0330,999,99.9, 99.9,999
1989,03,07,0400,999,99.9, 99.9,999
1989,03,07,0430,999,99.9, 99.9,999
1989,03,07,0500,999,99.9, 99.9,999
1989,03,07,0530,999,99.9, 99.9,999
1989,03,07,0600,999,99.9, 99.9,999
1989,03,07,0630,999,99.9, 99.9,999
1989,03,07,0700,999,99.9, 99.9,999
1989,03,07,0730,999,99.9, 99.9,999
1989,03,07,0800,999,99.9, 99.9,999
1989,03,07,0830,999,99.9, 99.9,999
1989,03,07,0900,999,99.9, 99.9,999
1989,03,07,0930,999,99.9, 99.9,999
1989,03,07,1000,999,99.9, 99.9,999
1989,03,07,1030,999,99.9, 99.9,999
1989,03,07,1100,999,99.9, 99.9,999
1989,03,07,1130,999,99.9, 99.9,999
1989,03,07,1200,999,99.9, 99.9,999
1989,03,07,1230,999,99.9, 99.9,999
1989,03,07,1300,999,99.9, 99.9,999
1989,03,07,1330,999,99.9, 99.9,999
1989,03,07,1400,999,99.9, 99.9,999
1989,03,07,1430,999,99.9, 99.9,999
1989,03,07,1500,999,99.9, 99.9,999
1989,03,07,1530,999,99.9, 99.9,999
1989,03,07,1600,999,99.9, 99.9,999
1989,03,07,1630,999,99.9, 99.9,999
1989,03,07,1700,999,99.9, 99.9,999
1989,03,07,1730,999,99.9, 99.9,999
1989,03,07,1800,999,99.9, 99.9,999
1989,03,07,1830,999,99.9, 99.9,999
1989,03,07,1900,999,99.9, 99.9,999
1989,03,07,1930,999,99.9, 99.9,999
1989,03,07,2000,999,99.9, 99.9,999
1989,03,07,2030,999,99.9, 99.9,999
1989,03,07,2100,999,99.9, 99.9,999
1989,03,07,2130,999,99.9, 99.9,999
1989,03,07,2200,999,99.9, 99.9,999
1989,03,07,2230,999,99.9, 99.9,999
1989,03,07,2300,999,99.9, 99.9,999
1989,03,07,2330,999,99.9, 99.9,999
1989,03,08,0000,999,99.9, 99.9,999
1989,03,08,0030,999,99.9, 99.9,999
1989,03,08,0100,999,99.9, 99.9,999
1989,03,08,0130,999,99.9, 99.9,999
1989,03,08,0200,999,99.9, 99.9,999
1989,03,08,0230,999,99.9, 99.9,999
1989,03,08,0300,999,99.9, 99.9,999
1989,03,08,0330,999,99.9, 99.9,999
1989,03,08,0400,999,99.9, 99.9,999
1989,03,08,0430,999,99.9, 99.9,999
1989,03,08,0500,999,99.9, 99.9,999
1989,03,08,0530,999,99.9, 99.9,999
1989,03,08,0600,999,99.9, 99.9,999
1989,03,08,0630,999,99.9, 99.9,999
1989,03,08,0700,999,99.9, 99.9,999
1989,03,08,0730,999,99.9, 99.9,999
1989,03,08,0800,999,99.9, 99.9,999
1989,03,08,0830,999,99.9, 99.9,999
1989,03,08,0900,999,99.9, 99.9,999
1989,03,08,0930,999,99.9, 99.9,999
1989,03,08,1000,999,99.9, 99.9,999
1989,03,08,1030,999,99.9, 99.9,999
1989,03,08,1100,999,99.9, 99.9,999
1989,03,08,1130,999,99.9, 99.9,999
1989,03,08,1200,999,99.9, 99.9,999
1989,03,08,1230,999,99.9, 99.9,999
1989,03,08,1300,999,99.9, 99.9,999
1989,03,08,1330,999,99.9, 99.9,999
1989,03,08,1400,999,99.9, 99.9,999
1989,03,08,1430,999,99.9, 99.9,999
1989,03,08,1500,999,99.9, 99.9,999
1989,03,08,1530,999,99.9, 99.9,999
1989,03,08,1600,999,99.9, 99.9,999
1989,03,08,1630,999,99.9, 99.9,999
1989,03,08,1700,999,99.9, 99.9,999
1989,03,08,1730,999,99.9, 99.9,999
1989,03,08,1800,999,99.9, 99.9,999
1989,03,08,1830,999,99.9, 99.9,999
1989,03,08,1900,999,99.9, 99.9,999
1989,03,08,1930,999,99.9, 99.9,999
1989,03,08,2000,999,99.9, 99.9,999
1989,03,08,2030,999,99.9, 99.9,999
1989,03,08,2100,999,99.9, 99.9,999
1989,03,08,2130,999,99.9, 99.9,999
1989,03,08,2200,999,99.9, 99.9,999
1989,03,08,2230,999,99.9, 99.9,999
1989,03,08,2300,999,99.9, 99.9,999
1989,03,08,2330,999,99.9, 99.9,999
1989,03,09,0000,999,99.9, 99.9,999
1989,03,09,0030,999,99.9, 99.9,999
1989,03,09,0100,999,99.9, 99.9,999
1989,03,09,0130,999,99.9, 99.9,999
1989,03,09,0200,999,99.9, 99.9,999
1989,03,09,0230,999,99.9, 99.9,999
1989,03,09,0300,999,99.9, 99.9,999
1989,03,09,0330,999,99.9, 99.9,999
1989,03,09,0400,999,99.9, 99.9,999
1989,03,09,0430,999,99.9, 99.9,999
1989,03,09,0500,999,99.9, 99.9,999
1989,03,09,0530,999,99.9, 99.9,999
1989,03,09,0600,999,99.9, 99.9,999
1989,03,09,0630,999,99.9, 99.9,999
1989,03,09,0700,999,99.9, 99.9,999
1989,03,09,0730,999,99.9, 99.9,999
1989,03,09,0800,999,99.9, 99.9,999
1989,03,09,0830,999,99.9, 99.9,999
1989,03,09,0900,999,99.9, 99.9,999
1989,03,09,0930,999,99.9, 99.9,999
1989,03,09,1000,999,99.9, 99.9,999
1989,03,09,1030,999,99.9, 99.9,999
1989,03,09,1100,999,99.9, 99.9,999
1989,03,09,1130,999,99.9, 99.9,999
1989,03,09,1200,999,99.9, 99.9,999
1989,03,09,1230,999,99.9, 99.9,999
1989,03,09,1300,999,99.9, 99.9,999
1989,03,09,1330,999,99.9, 99.9,999
1989,03,09,1400,999,99.9, 99.9,999
1989,03,09,1430,999,99.9, 99.9,999
1989,03,09,1500,999,99.9, 99.9,999
1989,03,09,1530,999,99.9, 99.9,999
1989,03,09,1600,999,99.9, 99.9,999
1989,03,09,1630,999,99.9, 99.9,999
1989,03,09,1700,999,99.9, 99.9,999
1989,03,09,1730,999,99.9, 99.9,999
1989,03,09,1800,999,99.9, 99.9,999
1989,03,09,1830,999,99.9, 99.9,999
1989,03,09,1900,999,99.9, 99.9,999
1989,03,09,1930,999,99.9, 99.9,999
1989,03,09,2000,999,99.9, 99.9,999
1989,03,09,2030,999,99.9, 99.9,999
1989,03,09,2100,999,99.9, 99.9,999
1989,03,09,2130,999,99.9, 99.9,999
1989,03,09,2200,999,99.9, 99.9,999
1989,03,09,2230,999,99.9, 99.9,999
1989,03,09,2300,999,99.9, 99.9,999
1989,03,09,2330,999,99.9, 99.9,999
1989,03,10,0000,999,99.9, 99.9,999
1989,03,10,0030,999,99.9, 99.9,999
1989,03,10,0100,999,99.9, 99.9,999
1989,03,10,0130,999,99.9, 99.9,999
1989,03,10,0200,999,99.9, 99.9,999
1989,03,10,0230,999,99.9, 99.9,999
1989,03,10,0300,999,99.9, 99.9,999
1989,03,10,0330,999,99.9, 99.9,999
1989,03,10,0400,999,99.9, 99.9,999
1989,03,10,0430,999,99.9, 99.9,999
1989,03,10,0500,999,99.9, 99.9,999
1989,03,10,0530,999,99.9, 99.9,999
1989,03,10,0600,999,99.9, 99.9,999
1989,03,10,0630,999,99.9, 99.9,999
1989,03,10,0700,999,99.9, 99.9,999
1989,03,10,0730,999,99.9, 99.9,999
1989,03,10,0800,999,99.9, 99.9,999
1989,03,10,0830,999,99.9, 99.9,999
1989,03,10,0900,999,99.9, 99.9,999
1989,03,10,0930,999,99.9, 99.9,999
1989,03,10,1000,999,99.9, 99.9,999
1989,03,10,1030,999,99.9, 99.9,999
1989,03,10,1100,999,99.9, 99.9,999
1989,03,10,1130,999,99.9, 99.9,999
1989,03,10,1200,999,99.9, 99.9,999
1989,03,10,1230,999,99.9, 99.9,999
1989,03,10,1300,999,99.9, 99.9,999
1989,03,10,1330,999,99.9, 99.9,999
1989,03,10,1400,999,99.9, 99.9,999
1989,03,10,1430,999,99.9, 99.9,999
1989,03,10,1500,999,99.9, 99.9,999
1989,03,10,1530,999,99.9, 99.9,999
1989,03,10,1600,999,99.9, 99.9,999
1989,03,10,1630,999,99.9, 99.9,999
1989,03,10,1700,999,99.9, 99.9,999
1989,03,10,1730,999,99.9, 99.9,999
1989,03,10,1800,999,99.9, 99.9,999
1989,03,10,1830,999,99.9, 99.9,999
1989,03,10,1900,999,99.9, 99.9,999
1989,03,10,1930,999,99.9, 99.9,999
1989,03,10,2000,999,99.9, 99.9,999
1989,03,10,2030,999,99.9, 99.9,999
1989,03,10,2100,999,99.9, 99.9,999
1989,03,10,2130,999,99.9, 99.9,999
1989,03,10,2200,999,99.9, 99.9,999
1989,03,10,2230,999,99.9, 99.9,999
1989,03,10,2300,999,99.9, 99.9,999
1989,03,10,2330,999,99.9, 99.9,999
1989,03,11,0000,999,99.9, 99.9,999
1989,03,11,0030,999,99.9, 99.9,999
1989,03,11,0100,999,99.9, 99.9,999
1989,03,11,0130,999,99.9, 99.9,999
1989,03,11,0200,999,99.9, 99.9,999
1989,03,11,0230,999,99.9, 99.9,999
1989,03,11,0300,999,99.9, 99.9,999
1989,03,11,0330,999,99.9, 99.9,999
1989,03,11,0400,999,99.9, 99.9,999
1989,03,11,0430,999,99.9, 99.9,999
1989,03,11,0500,999,99.9, 99.9,999
1989,03,11,0530,999,99.9, 99.9,999
1989,03,11,0600,999,99.9, 99.9,999
1989,03,11,0630,999,99.9, 99.9,999
1989,03,11,0700,999,99.9, 99.9,999
1989,03,11,0730,999,99.9, 99.9,999
1989,03,11,0800,999,99.9, 99.9,999
1989,03,11,0830,999,99.9, 99.9,999
1989,03,11,0900,999,99.9, 99.9,999
1989,03,11,0930,999,99.9, 99.9,999
1989,03,11,1000,999,99.9, 99.9,999
1989,03,11,1030,999,99.9, 99.9,999
1989,03,11,1100,999,99.9, 99.9,999
1989,03,11,1130,999,99.9, 99.9,999
1989,03,11,1200,999,99.9, 99.9,999
1989,03,11,1230,999,99.9, 99.9,999
1989,03,11,1300,999,99.9, 99.9,999
1989,03,11,1330,999,99.9, 99.9,999
1989,03,11,1400,999,99.9, 99.9,999
1989,03,11,1430,999,99.9, 99.9,999
1989,03,11,1500,999,99.9, 99.9,999
1989,03,11,1530,999,99.9, 99.9,999
1989,03,11,1600,999,99.9, 99.9,999
1989,03,11,1630,999,99.9, 99.9,999
1989,03,11,1700,999,99.9, 99.9,999
1989,03,11,1730,999,99.9, 99.9,999
1989,03,11,1800,999,99.9, 99.9,999
1989,03,11,1830,999,99.9, 99.9,999
1989,03,11,1900,999,99.9, 99.9,999
1989,03,11,1930,999,99.9, 99.9,999
1989,03,11,2000,999,99.9, 99.9,999
1989,03,11,2030,999,99.9, 99.9,999
1989,03,11,2100,999,99.9, 99.9,999
1989,03,11,2130,999,99.9, 99.9,999
1989,03,11,2200,999,99.9, 99.9,999
1989,03,11,2230,999,99.9, 99.9,999
1989,03,11,2300,999,99.9, 99.9,999
1989,03,11,2330,999,99.9, 99.9,999
1989,03,12,0000,999,99.9, 99.9,999
1989,03,12,0030,999,99.9, 99.9,999
1989,03,12,0100,999,99.9, 99.9,999
1989,03,12,0130,999,99.9, 99.9,999
1989,03,12,0200,999,99.9, 99.9,999
1989,03,12,0230,999,99.9, 99.9,999
1989,03,12,0300,999,99.9, 99.9,999
1989,03,12,0330,999,99.9, 99.9,999
1989,03,12,0400,999,99.9, 99.9,999
1989,03,12,0430,999,99.9, 99.9,999
1989,03,12,0500,999,99.9, 99.9,999
1989,03,12,0530,999,99.9, 99.9,999
1989,03,12,0600,999,99.9, 99.9,999
1989,03,12,0630,999,99.9, 99.9,999
1989,03,12,0700,999,99.9, 99.9,999
1989,03,12,0730,999,99.9, 99.9,999
1989,03,12,0800,999,99.9, 99.9,999
1989,03,12,0830,999,99.9, 99.9,999
1989,03,12,0900,999,99.9, 99.9,999
1989,03,12,0930,999,99.9, 99.9,999
1989,03,12,1000,999,99.9, 99.9,999
1989,03,12,1030,999,99.9, 99.9,999
1989,03,12,1100,999,99.9, 99.9,999
1989,03,12,1130,999,99.9, 99.9,999
1989,03,12,1200,999,99.9, 99.9,999
1989,03,12,1230,999,99.9, 99.9,999
1989,03,12,1300,999,99.9, 99.9,999
1989,03,12,1330,999,99.9, 99.9,999
1989,03,12,1400,999,99.9, 99.9,999
1989,03,12,1430,999,99.9, 99.9,999
1989,03,12,1500,999,99.9, 99.9,999
1989,03,12,1530,999,99.9, 99.9,999
1989,03,12,1600,999,99.9, 99.9,999
1989,03,12,1630,999,99.9, 99.9,999
1989,03,12,1700,999,99.9, 99.9,999
1989,03,12,1730,999,99.9, 99.9,999
1989,03,12,1800,999,99.9, 99.9,999
1989,03,12,1830,999,99.9, 99.9,999
1989,03,12,1900,999,99.9, 99.9,999
1989,03,12,1930,999,99.9, 99.9,999
1989,03,12,2000,999,99.9, 99.9,999
1989,03,12,2030,999,99.9, 99.9,999
1989,03,12,2100,999,99.9, 99.9,999
1989,03,12,2130,999,99.9, 99.9,999
1989,03,12,2200,999,99.9, 99.9,999
1989,03,12,2230,999,99.9, 99.9,999
1989,03,12,2300,999,99.9, 99.9,999
1989,03,12,2330,999,99.9, 99.9,999
1989,03,13,0000,999,99.9, 99.9,999
1989,03,13,0030,999,99.9, 99.9,999
1989,03,13,0100,999,99.9, 99.9,999
1989,03,13,0130,999,99.9, 99.9,999
1989,03,13,0200,999,99.9, 99.9,999
1989,03,13,0230,999,99.9, 99.9,999
1989,03,13,0300,999,99.9, 99.9,999
1989,03,13,0330,999,99.9, 99.9,999
1989,03,13,0400,999,99.9, 99.9,999
1989,03,13,0430,999,99.9, 99.9,999
1989,03,13,0500,999,99.9, 99.9,999
1989,03,13,0530,999,99.9, 99.9,999
1989,03,13,0600,999,99.9, 99.9,999
1989,03,13,0630,999,99.9, 99.9,999
1989,03,13,0700,999,99.9, 99.9,999
1989,03,13,0730,999,99.9, 99.9,999
1989,03,13,0800,999,99.9, 99.9,999
1989,03,13,0830,999,99.9, 99.9,999
1989,03,13,0900,999,99.9, 99.9,999
1989,03,13,0930,999,99.9, 99.9,999
1989,03,13,1000,999,99.9, 99.9,999
1989,03,13,1030,999,99.9, 99.9,999
1989,03,13,1100,999,99.9, 99.9,999
1989,03,13,1130,999,99.9, 99.9,999
1989,03,13,1200,999,99.9, 99.9,999
1989,03,13,1230,999,99.9, 99.9,999
1989,03,13,1300,999,99.9, 99.9,999
1989,03,13,1330,999,99.9, 99.9,999
1989,03,13,1400,999,99.9, 99.9,999
1989,03,13,1430,999,99.9, 99.9,999
