Jahr,Monat,Tag,Zeit,WiRi Grad,WiGe m/s,Lufttemp,Rel. Feuchte
1990,02,20,0200,224, 4.9,  8.1,999
1990,02,20,0230,224, 4.9,  8.0,999
1990,02,20,0300,235, 4.9,  8.0,999
1990,02,20,0330,242, 4.9,  7.7,999
1990,02,20,0400,244, 4.8,  7.7,999
1990,02,20,0430,242, 4.8,  7.7,999
1990,02,20,0500,244, 4.5,  8.0,999
1990,02,20,0530,247, 4.5,  7.9,999
1990,02,20,0600,247, 4.2,  7.2,999
1990,02,20,0630,243, 4.2,  7.3,999
1990,02,20,0700,235, 4.3,  7.2,999
1990,02,20,0730,225, 4.3,  7.4,999
1990,02,20,0800,232, 3.8,  7.2,999
1990,02,20,0830,222, 3.8,  7.2,999
1990,02,20,0900,203, 3.5,  7.5,999
1990,02,20,0930,196, 3.5,  8.5,999
1990,02,20,1000,190, 4.0, 10.3,999
1990,02,20,1030,181, 4.0, 11.1,999
1990,02,20,1100,181, 3.1, 11.5,999
1990,02,20,1130,192, 3.1, 12.7,999
1990,02,20,1200,199, 3.0, 13.3,999
1990,02,20,1230,202, 3.0, 13.7,999
1990,02,20,1300,205, 3.0, 14.0,999
1990,02,20,1330,200, 3.0, 14.9,999
1990,02,20,1400,197, 2.8, 15.3,999
1990,02,20,1430,195, 2.8, 15.7,999
1990,02,20,1500,185, 2.7, 15.4,999
1990,02,20,1530,190, 2.7, 15.5,999
1990,02,20,1600,194, 2.5, 13.9,999
1990,02,20,1630,174, 2.5, 13.5,999
1990,02,20,1700,162, 2.2, 12.5,999
1990,02,20,1730,149, 2.2, 11.2,999
1990,02,20,1800,121, 2.6, 10.3,999
1990,02,20,1830,115, 2.6, 10.9,999
1990,02,20,1900,112, 3.3, 10.9,999
1990,02,20,1930,111, 3.3, 10.8,999
1990,02,20,2000,111, 4.4, 10.4,999
1990,02,20,2030,121, 4.4, 10.5,999
1990,02,20,2100,118, 5.0, 10.1,999
1990,02,20,2130,118, 5.0, 10.3,999
1990,02,20,2200,116, 5.7, 10.0,999
1990,02,20,2230,125, 5.7, 10.3,999
1990,02,20,2300,121, 5.4, 10.0,999
1990,02,20,2330,118, 5.4,  9.6,999
1990,02,22,0000,121, 4.8,  9.6,999
1990,02,22,0030,118, 4.8,  9.1,999
1990,02,22,0100,121, 3.8,  8.8,999
1990,02,22,0130,122, 3.8,  8.5,999
1990,02,22,0200,127, 3.0,  8.3,999
1990,02,22,0230,137, 3.0,  8.2,999
1990,02,22,0300,162, 3.0,  7.5,999
1990,02,22,0330,213, 3.0,  8.1,999
1990,02,22,0400,252, 2.3,  8.6,999
1990,02,22,0430,284, 2.3,  8.0,999
1990,02,22,0500,297, 3.0,  8.3,999
1990,02,22,0530,285, 3.0,  8.2,999
1990,02,22,0600,255, 4.2,  8.5,999
1990,02,22,0630,218, 4.2,  7.1,999
1990,02,22,0700,216, 4.5,  7.1,999
1990,02,22,0730,221, 4.5,  6.8,999
1990,02,22,0800,226, 4.8,  7.4,999
1990,02,22,0830,220, 4.8,  7.0,999
1990,02,22,0900,200, 4.7,  7.3,999
1990,02,22,0930,207, 4.7,  8.2,999
1990,02,22,1000,227, 4.0,  8.9,999
1990,02,22,1030,240, 4.0,  9.5,999
1990,02,22,1100,254, 3.7, 10.4,999
1990,02,22,1130,261, 3.7, 10.8,999
1990,02,22,1200,263, 3.2, 11.4,999
1990,02,22,1230,256, 3.2, 12.0,999
1990,02,22,1300,262, 3.1, 11.7,999
1990,02,22,1330,270, 3.1, 12.9,999
1990,02,22,1400,277, 3.7, 13.6,999
1990,02,22,1430,279, 3.7, 11.8,999
1990,02,22,1500,289, 3.8, 12.0,999
1990,02,22,1530,287, 3.8, 11.7,999
1990,02,22,1600,282, 3.7, 11.3,999
1990,02,22,1630,273, 3.7, 11.0,999
1990,02,22,1700,244, 3.9, 10.8,999
1990,02,22,1730,228, 3.9, 10.0,999
1990,02,22,1800,240, 3.9, 10.1,999
1990,02,22,1830,258, 3.9, 10.1,999
1990,02,22,1900,271, 3.9, 10.2,999
1990,02,22,1930,282, 3.9, 10.2,999
1990,02,22,2000,297, 3.8, 10.2,999
1990,02,22,2030,302, 3.8, 10.0,999
1990,02,22,2100,299, 4.0,  9.9,999
1990,02,22,2130,308, 4.0,  9.4,999
1990,02,22,2200,311, 3.7,  9.1,999
1990,02,22,2230,313, 3.7,  8.4,999
1990,02,22,2300,315, 3.7,  8.5,999
1990,02,22,2330,314, 3.7,  7.9,999
1990,02,22,0000,308, 2.7,  7.9,999
1990,02,22,0030,309, 2.7,  7.6,999
1990,02,22,0100,306, 2.1,  7.5,999
1990,02,22,0130,314, 2.1,  7.3,999
1990,02,22,0200,323, 2.1,  6.7,999
1990,02,22,0230,339, 2.1,  6.9,999
1990,02,22,0300,4, 2.4,  6.3,999
1990,02,22,0330,29, 2.4,  6.0,999
1990,02,22,0400,45, 3.9,  6.2,999
1990,02,22,0430,50, 3.9,  6.2,999
1990,02,22,0500,66, 2.9,  6.0,999
1990,02,22,0530,83, 2.9,  4.8,999
1990,02,22,0600,92, 3.3,  4.5,999
1990,02,22,0630,99, 3.3,  4.4,999
1990,02,22,0700,102, 3.8,  4.4,999
1990,02,22,0730,107, 3.8,  4.6,999
1990,02,22,0800,111, 4.4,  4.9,999
1990,02,22,0830,114, 4.4,  5.2,999
1990,02,22,0900,105, 3.8,  6.3,999
1990,02,22,0930,105, 3.8,  7.2,999
1990,02,22,1000,103, 3.4,  9.2,999
1990,02,22,1030,100, 3.4,  9.8,999
1990,02,22,1100,99, 3.4, 10.2,999
1990,02,22,1130,86, 3.4, 10.6,999
1990,02,22,1200,96, 2.0, 11.2,999
1990,02,22,1230,86, 2.0, 12.6,999
1990,02,22,1300,64, 2.5, 13.5,999
1990,02,22,1330,15, 2.5, 13.1,999
1990,02,22,1400,35, 2.6, 13.3,999
1990,02,22,1430,83, 2.6, 14.0,999
1990,02,22,1500,95, 2.6, 13.8,999
1990,02,22,1530,93, 2.6, 13.3,999
1990,02,22,1600,96, 2.6, 11.9,999
1990,02,22,1630,99, 2.6, 11.6,999
1990,02,22,1700,97, 3.8, 10.6,999
1990,02,22,1730,99, 3.8,  9.3,999
1990,02,22,1800,100, 6.0,  8.6,999
1990,02,22,1830,106, 6.0,  8.4,999
1990,02,22,1900,107, 8.3,  8.0,999
1990,02,22,1930,101, 8.3,  7.9,999
1990,02,22,2000,99, 8.7,  7.7,999
1990,02,22,2030,102, 8.7,  7.5,999
1990,02,22,2100,100, 9.1,  7.7,999
1990,02,22,2130,106, 9.1,  7.2,999
1990,02,22,2200,107, 9.0,  7.5,999
1990,02,22,2230,110, 9.0,  7.2,999
1990,02,22,2300,105, 8.4,  7.1,999
1990,02,22,2330,112, 8.4,  7.2,999
1990,02,23,0000,105, 8.1,  6.8,999
1990,02,23,0030,103, 8.1,  6.6,999
1990,02,23,0100,104, 8.8,  6.6,999
1990,02,23,0130,105, 8.8,  6.8,999
1990,02,23,0200,107, 7.9,  6.6,999
1990,02,23,0230,108, 7.9,  6.8,999
1990,02,23,0300,108, 8.0,  6.8,999
1990,02,23,0330,114, 8.0,  6.5,999
1990,02,23,0400,113, 7.7,  5.9,999
1990,02,23,0430,115, 7.7,  6.0,999
1990,02,23,0500,120, 6.8,  5.8,999
1990,02,23,0530,122, 6.8,  5.9,999
1990,02,23,0600,121, 3.9,  6.1,999
1990,02,23,0630,124, 3.9,  5.6,999
1990,02,23,0700,126, 3.9,  5.3,999
1990,02,23,0730,125, 3.9,  5.1,999
1990,02,23,0800,125, 2.6,  4.7,999
1990,02,23,0830,124, 2.6,  5.3,999
1990,02,23,0900,129, 1.6,  5.9,999
1990,02,23,0930,138, 1.6,  7.2,999
1990,02,23,1000,155, 2.8,  9.9,999
1990,02,23,1030,178, 2.8, 11.6,999
1990,02,23,1100,202, 3.0, 11.6,999
1990,02,23,1130,204, 3.0, 11.8,999
1990,02,23,1200,209, 2.4, 12.2,999
1990,02,23,1230,196, 2.4, 12.1,999
1990,02,23,1300,202, 2.5, 14.2,999
1990,02,23,1330,217, 2.5, 14.0,999
1990,02,23,1400,209, 2.9, 14.2,999
1990,02,23,1430,204, 2.9, 14.8,999
1990,02,23,1500,189, 2.6, 14.7,999
1990,02,23,1530,179, 2.6, 14.4,999
1990,02,23,1600,180, 2.6, 13.1,999
1990,02,23,1630,175, 2.6, 12.6,999
1990,02,23,1700,162, 3.3, 11.9,999
1990,02,23,1730,162, 3.3, 11.4,999
1990,02,23,1800,159, 3.4, 10.3,999
1990,02,23,1830,158, 3.4, 10.3,999
1990,02,23,1900,172, 3.1,  9.7,999
1990,02,23,1930,197, 3.1, 10.9,999
1990,02,23,2000,233, 2.6, 10.7,999
1990,02,23,2030,248, 2.6, 10.2,999
1990,02,23,2100,265, 2.8,  9.3,999
1990,02,23,2130,275, 2.8, 10.1,999
1990,02,23,2200,282, 2.4,  9.9,999
1990,02,23,2230,282, 2.4,  9.4,999
1990,02,23,2300,285, 3.0,  9.9,999
1990,02,23,2330,287, 3.0,  9.5,999
1990,02,24,0000,293, 2.4,  9.5,999
1990,02,24,0030,281, 2.4,  8.7,999
1990,02,24,0100,261, 2.0,  8.4,999
1990,02,24,0130,247, 2.0,  8.3,999
1990,02,24,0200,233, 2.6,  8.0,999
1990,02,24,0230,198, 2.6,  8.7,999
1990,02,24,0300,180, 3.3,  7.8,999
1990,02,24,0330,186, 3.3,  7.9,999
1990,02,24,0400,199, 3.6,  8.0,999
1990,02,24,0430,199, 3.6,  8.2,999
1990,02,24,0500,178, 4.0,  7.8,999
1990,02,24,0530,178, 4.0,  7.9,999
1990,02,24,0600,193, 4.5,  8.4,999
1990,02,24,0630,202, 4.5,  8.4,999
1990,02,24,0700,200, 4.6,  8.3,999
1990,02,24,0730,204, 4.6,  8.0,999
1990,02,24,0800,203, 4.8,  8.0,999
1990,02,24,0830,205, 4.8,  8.7,999
1990,02,24,0900,202, 4.9,  9.1,999
1990,02,24,0930,192, 4.9, 10.6,999
1990,02,24,1000,196, 5.2, 11.5,999
1990,02,24,1030,188, 5.2, 12.4,999
1990,02,24,1100,190, 4.8, 12.7,999
1990,02,24,1130,190, 4.8, 14.1,999
1990,02,24,1200,187, 4.2, 14.1,999
1990,02,24,1230,187, 4.2, 14.4,999
1990,02,24,1300,180, 4.2, 15.4,999
1990,02,24,1330,194, 4.2, 15.6,999
1990,02,24,1400,209, 3.9, 16.1,999
1990,02,24,1430,206, 3.9, 16.1,999
1990,02,24,1500,187, 3.8, 16.4,999
1990,02,24,1530,199, 3.8, 16.6,999
1990,02,24,1600,210, 3.5, 15.4,999
1990,02,24,1630,216, 3.5, 14.8,999
1990,02,24,1700,212, 3.8, 14.6,999
1990,02,24,1730,201, 3.8, 13.7,999
1990,02,24,1800,203, 4.0, 13.1,999
1990,02,24,1830,202, 4.0, 13.7,999
1990,02,24,1900,200, 3.7, 13.5,999
1990,02,24,1930,194, 3.7, 13.4,999
1990,02,24,2000,186, 3.6, 13.1,999
1990,02,24,2030,181, 3.6, 13.1,999
1990,02,24,2100,184, 3.8, 12.0,999
1990,02,24,2130,184, 3.8, 12.2,999
1990,02,24,2200,187, 4.3, 12.5,999
1990,02,24,2230,192, 4.3, 11.8,999
1990,02,24,2300,197, 4.8, 12.0,999
1990,02,24,2330,198, 4.8, 11.5,999
1990,02,25,0000,205, 5.0, 11.7,999
1990,02,25,0030,209, 5.0, 11.6,999
1990,02,25,0100,222, 6.0, 11.5,999
1990,02,25,0130,223, 6.0, 11.7,999
1990,02,25,0200,222, 5.0, 11.5,999
1990,02,25,0230,226, 5.0, 10.8,999
1990,02,25,0300,227, 4.3, 10.4,999
1990,02,25,0330,214, 4.3, 10.8,999
1990,02,25,0400,210, 3.6, 10.7,999
1990,02,25,0430,217, 3.6, 10.0,999
1990,02,25,0500,226, 3.0, 10.0,999
1990,02,25,0530,247, 3.0,  9.5,999
1990,02,25,0600,241, 3.5, 10.0,999
1990,02,25,0630,228, 3.5,  9.2,999
1990,02,25,0700,222, 3.5,  9.4,999
1990,02,25,0730,211, 3.5,  9.5,999
1990,02,25,0800,206, 3.9,  9.8,999
1990,02,25,0830,213, 3.9,  9.7,999
1990,02,25,0900,217, 3.3, 10.3,999
1990,02,25,0930,219, 3.3, 11.0,999
1990,02,25,1000,218, 3.9, 12.1,999
1990,02,25,1030,201, 3.9, 11.5,999
1990,02,25,1100,196, 3.0, 12.7,999
1990,02,25,1130,198, 3.0, 12.3,999
1990,02,25,1200,206, 2.8, 12.9,999
1990,02,25,1230,222, 2.8, 13.1,999
1990,02,25,1300,219, 3.3, 13.6,999
1990,02,25,1330,197, 3.3, 14.2,999
1990,02,25,1400,192, 3.4, 14.0,999
1990,02,25,1430,184, 3.4, 13.5,999
1990,02,25,1500,213, 3.2, 13.6,999
1990,02,25,1530,201, 3.2, 13.4,999
1990,02,25,1600,175, 3.5, 13.7,999
1990,02,25,1630,174, 3.5, 13.3,999
1990,02,25,1700,229, 2.6, 13.1,999
1990,02,25,1730,228, 2.6, 12.1,999
1990,02,25,1800,212, 4.4, 11.7,999
1990,02,25,1830,235, 4.4, 12.2,999
1990,02,25,1900,232, 5.6, 12.4,999
1990,02,25,1930,251, 5.6, 12.3,999
1990,02,25,2000,276, 5.9, 12.0,999
1990,02,25,2030,282, 5.9, 11.7,999
1990,02,25,2100,288, 7.3, 10.1,999
1990,02,25,2130,288, 7.3,  8.0,999
1990,02,25,2200,280, 8.6,  7.5,999
1990,02,25,2230,278, 8.6,  7.4,999
1990,02,25,2300,263, 7.3,  7.1,999
1990,02,25,2330,258, 7.3,  7.2,999
1990,02,26,0000,269, 7.0,  7.4,999
1990,02,26,0030,265, 7.0,  7.6,999
1990,02,26,0100,260, 7.4,  7.8,999
1990,02,26,0130,253, 7.4,  8.2,999
1990,02,26,0200,251, 8.4,  8.2,999
1990,02,26,0230,253, 8.4,  8.2,999
1990,02,26,0300,253, 8.0,  8.0,999
1990,02,26,0330,241, 8.0,  7.7,999
1990,02,26,0400,238, 8.0,  7.6,999
1990,02,26,0430,239, 8.0,  7.5,999
1990,02,26,0500,245, 7.8,  7.5,999
1990,02,26,0530,247, 7.8,  7.3,999
1990,02,26,0600,243, 7.4,  7.4,999
1990,02,26,0630,244, 7.4,  7.4,999
1990,02,26,0700,245, 8.6,  7.5,999
1990,02,26,0730,251, 8.6,  7.7,999
1990,02,26,0800,252, 8.8,  7.7,999
1990,02,26,0830,252, 8.8,  8.1,999
1990,02,26,0900,245, 8.5,  7.8,999
1990,02,26,0930,233, 8.5,  7.0,999
1990,02,26,1000,220, 8.6,  6.4,999
1990,02,26,1030,209, 8.6,  6.3,999
1990,02,26,1100,194,10.0,  6.4,999
1990,02,26,1130,198,10.0,  6.8,999
1990,02,26,1200,213,10.3,  7.4,999
1990,02,26,1230,226,10.3,  7.0,999
1990,02,26,1300,240, 9.8,  6.9,999
1990,02,26,1330,255, 9.8,  7.1,999
1990,02,26,1400,265,11.6,  7.1,999
1990,02,26,1430,268,11.6,  7.5,999
1990,02,26,1500,281,11.5,  8.1,999
1990,02,26,1530,285,11.5,  8.3,999
1990,02,26,1600,293,13.2,  8.6,999
1990,02,26,1630,299,13.2,  4.2,999
1990,02,26,1700,284,10.4,  4.8,999
1990,02,26,1730,286,10.4,  4.5,999
1990,02,26,1800,288, 9.5,  4.2,999
1990,02,26,1830,286, 9.5,  3.7,999
1990,02,26,1900,288, 9.6,  4.1,999
1990,02,26,1930,289, 9.6,  4.2,999
1990,02,26,2000,292,11.3,  4.6,999
1990,02,26,2030,291,11.3,  3.6,999
1990,02,26,2100,293,10.7,  2.6,999
1990,02,26,2130,298,10.7,  2.5,999
1990,02,26,2200,298, 9.0,  2.7,999
1990,02,26,2230,298, 9.0,  2.8,999
1990,02,26,2300,292, 9.3,  3.0,999
1990,02,26,2330,293, 9.3,  3.4,999
1990,02,27,0000,286, 9.6,  3.2,999
1990,02,27,0030,289, 9.6,  2.8,999
1990,02,27,0100,286, 8.2,  2.5,999
1990,02,27,0130,287, 8.2,  1.9,999
1990,02,27,0200,292,10.3,  2.1,999
1990,02,27,0230,297,10.3,  3.2,999
1990,02,27,0300,288, 9.2,  3.6,999
1990,02,27,0330,283, 9.2,  4.2,999
1990,02,27,0400,286, 9.1,  2.9,999
1990,02,27,0430,283, 9.1,  3.0,999
1990,02,27,0500,279,10.6,  3.8,999
1990,02,27,0530,279,10.6, 99.9,999
1990,02,27,0600,288,10.4, 99.9,999
1990,02,27,0630,285,10.4, 99.9,999
1990,02,27,0700,291, 6.3, 99.9,999
1990,02,27,0730,294, 6.3, 99.9,999
1990,02,27,0800,298, 6.3, 99.9,999
1990,02,27,0830,306, 6.3, 99.9,999
1990,02,27,0900,313,10.2, 99.9,999
1990,02,27,0930,305,10.2, 99.9,999
1990,02,27,1000,306,11.7, 99.9,999
1990,02,27,1030,298,11.7, 99.9,999
1990,02,27,1100,292,11.8, 99.9,999
1990,02,27,1130,289,11.8, 99.9,999
1990,02,27,1200,292,13.7, 99.9,999
1990,02,27,1230,293,13.7, 99.9,999
1990,02,27,1300,291,12.8, 99.9,999
1990,02,27,1330,290,12.8, 99.9,999
1990,02,27,1400,295,13.4, 99.9,999
1990,02,27,1430,295,13.4, 99.9,999
1990,02,27,1500,296,11.6, 99.9,999
1990,02,27,1530,295,11.6, 99.9,999
1990,02,27,1600,292, 9.5, 99.9,999
1990,02,27,1630,292, 9.5, 99.9,999
1990,02,27,1700,289, 8.0, 99.9,999
1990,02,27,1730,285, 8.0, 99.9,999
1990,02,27,1800,289, 7.2, 99.9,999
1990,02,27,1830,286, 7.2, 99.9,999
1990,02,27,1900,290, 8.6, 99.9,999
1990,02,27,1930,286, 8.6, 99.9,999
1990,02,27,2000,286, 9.2, 99.9,999
1990,02,27,2030,291, 9.2, 99.9,999
1990,02,27,2100,289, 8.2, 99.9,999
1990,02,27,2130,292, 8.2, 99.9,999
1990,02,27,2200,289, 9.7, 99.9,999
1990,02,27,2230,289, 9.7, 99.9,999
1990,02,27,2300,287,10.9, 99.9,999
1990,02,27,2330,286,10.9, 99.9,999
1990,02,28,0000,289,10.5, 99.9,999
1990,02,28,0030,292,10.5, 99.9,999
1990,02,28,0100,286,11.3, 99.9,999
1990,02,28,0130,286,11.3, 99.9,999
1990,02,28,0200,285, 9.8, 99.9,999
1990,02,28,0230,288, 9.8, 99.9,999
1990,02,28,0300,288, 9.0, 99.9,999
1990,02,28,0330,287, 9.0, 99.9,999
1990,02,28,0400,297, 8.1, 99.9,999
1990,02,28,0430,297, 8.1, 99.9,999
1990,02,28,0500,306, 8.2, 99.9,999
1990,02,28,0530,308, 8.2, 99.9,999
1990,02,28,0600,299, 8.5, 99.9,999
1990,02,28,0630,301, 8.5, 99.9,999
1990,02,28,0700,308, 8.6, 99.9,999
1990,02,28,0730,313, 8.6, 99.9,999
1990,02,28,0800,305, 7.9, 99.9,999
1990,02,28,0830,302, 7.9, 99.9,999
1990,02,28,0900,302, 5.6, 99.9,999
1990,02,28,0930,292, 5.6, 99.9,999
1990,02,28,1000,286, 5.6, 99.9,999
1990,02,28,1030,288, 5.6, 99.9,999
1990,02,28,1100,291, 6.0, 99.9,999
1990,02,28,1130,299, 6.0, 99.9,999
1990,02,28,1200,302, 5.8, 99.9,999
1990,02,28,1230,299, 5.8, 99.9,999
1990,02,28,1300,296, 5.5, 99.9,999
1990,02,28,1330,291, 5.5, 99.9,999
1990,02,28,1400,292, 6.6, 99.9,999
1990,02,28,1430,285, 6.6, 99.9,999
1990,02,28,1500,276, 6.6, 99.9,999
1990,02,28,1530,267, 6.6, 99.9,999
1990,02,28,1600,269, 7.0, 99.9,999
1990,02,28,1630,267, 7.0, 99.9,999
1990,02,28,1700,254, 7.9, 99.9,999
1990,02,28,1730,254, 7.9, 99.9,999
1990,02,28,1800,259, 7.4, 99.9,999
1990,02,28,1830,260, 7.4, 99.9,999
1990,02,28,1900,260, 8.6, 99.9,999
1990,02,28,1930,263, 8.6, 99.9,999
1990,02,28,2000,264, 9.4, 99.9,999
1990,02,28,2030,268, 9.4, 99.9,999
1990,02,28,2100,270, 9.4, 99.9,999
1990,02,28,2130,273, 9.4, 99.9,999
1990,02,28,2200,273,11.2, 99.9,999
1990,02,28,2230,274,11.2, 99.9,999
1990,02,28,2300,267,11.7, 99.9,999
1990,02,28,2330,262,11.7, 99.9,999
1990,03,01,0000,269,13.4, 99.9,999
1990,03,01,0030,270,13.4, 99.9,999
1990,03,01,0100,277,20.5, 99.9,999
1990,03,01,0130,276,20.5, 99.9,999
1990,03,01,0200,282,23.3, 99.9,999
1990,03,01,0230,284,23.3, 99.9,999
1990,03,01,0300,289,22.2, 99.9,999
1990,03,01,0330,286,22.2, 99.9,999
1990,03,01,0400,286,20.2, 99.9,999
1990,03,01,0430,288,20.2, 99.9,999
1990,03,01,0500,285,17.0, 99.9,999
1990,03,01,0530,282,17.0, 99.9,999
1990,03,01,0600,286,15.5, 99.9,999
1990,03,01,0630,298,15.5, 99.9,999
1990,03,01,0700,292,13.2, 99.9,999
1990,03,01,0730,289,13.2, 99.9,999
1990,03,01,0800,289,10.8, 99.9,999
1990,03,01,0830,288,10.8, 99.9,999
1990,03,01,0900,290,11.5, 99.9,999
1990,03,01,0930,287,11.5, 99.9,999
1990,03,01,1000,286,12.9, 99.9,999
1990,03,01,1030,285,12.9, 99.9,999
1990,03,01,1100,297,11.4, 99.9,999
1990,03,01,1130,295,11.4, 99.9,999
1990,03,01,1200,297,11.9, 99.9,999
1990,03,01,1230,295,11.9, 99.9,999
1990,03,01,1300,290,12.2, 99.9,999
1990,03,01,1330,291,12.2, 99.9,999
1990,03,01,1400,289,10.4, 99.9,999
1990,03,01,1430,286,10.4, 99.9,999
1990,03,01,1500,284,10.9, 99.9,999
1990,03,01,1530,276,10.9, 99.9,999
1990,03,01,1600,273, 7.8, 99.9,999
1990,03,01,1630,270, 7.8, 99.9,999
1990,03,01,1700,270, 6.3, 99.9,999
1990,03,01,1730,263, 6.3, 99.9,999
1990,03,01,1800,256, 4.6, 99.9,999
1990,03,01,1830,251, 4.6, 99.9,999
1990,03,01,1900,232, 4.6, 99.9,999
1990,03,01,1930,222, 4.6, 99.9,999
1990,03,01,2000,224, 4.9, 99.9,999
1990,03,01,2030,219, 4.9, 99.9,999
1990,03,01,2100,215, 6.0, 99.9,999
1990,03,01,2130,215, 6.0, 99.9,999
1990,03,01,2200,214, 5.5, 99.9,999
1990,03,01,2230,216, 5.5, 99.9,999
1990,03,01,2300,223, 5.7, 99.9,999
1990,03,01,2330,229, 5.7, 99.9,999
1990,03,02,0000,218, 5.7, 99.9,999
1990,03,02,0030,216, 5.7, 99.9,999
1990,03,02,0100,226, 5.9, 99.9,999
1990,03,02,0130,233, 5.9, 99.9,999
1990,03,02,0200,225, 5.1, 99.9,999
1990,03,02,0230,232, 5.1, 99.9,999
1990,03,02,0300,238, 5.8, 99.9,999
1990,03,02,0330,234, 5.8, 99.9,999
1990,03,02,0400,230, 5.7, 99.9,999
1990,03,02,0430,222, 5.7, 99.9,999
1990,03,02,0500,228, 5.7, 99.9,999
1990,03,02,0530,235, 5.7, 99.9,999
1990,03,02,0600,247, 5.5, 99.9,999
1990,03,02,0630,254, 5.5, 99.9,999
1990,03,02,0700,257, 5.8, 99.9,999
1990,03,02,0730,255, 5.8, 99.9,999
1990,03,02,0800,278, 5.1, 99.9,999
1990,03,02,0830,346, 5.1, 99.9,999
1990,03,02,0900,346, 4.9, 99.9,999
1990,03,02,0930,325, 4.9, 99.9,999
1990,03,02,1000,316, 6.8, 99.9,999
1990,03,02,1030,301, 6.8, 99.9,999
1990,03,02,1100,293, 7.0, 99.9,999
1990,03,02,1130,295, 7.0, 99.9,999
1990,03,02,1200,292, 8.7, 99.9,999
1990,03,02,1230,293, 8.7, 99.9,999
1990,03,02,1300,290, 8.5, 99.9,999
1990,03,02,1330,289, 8.5, 99.9,999
1990,03,02,1400,292,11.5, 99.9,999
1990,03,02,1430,292,11.5, 99.9,999
1990,03,02,1500,295,10.6, 99.9,999
1990,03,02,1530,297,10.6, 99.9,999
1990,03,02,1600,293, 9.5, 99.9,999
1990,03,02,1630,289, 9.5, 99.9,999
1990,03,02,1700,289, 9.7, 99.9,999
1990,03,02,1730,289, 9.7, 99.9,999
1990,03,02,1800,293, 9.5, 99.9,999
1990,03,02,1830,291, 9.5, 99.9,999
1990,03,02,1900,289, 8.0, 99.9,999
1990,03,02,1930,289, 8.0, 99.9,999
1990,03,02,2000,284, 6.7, 99.9,999
1990,03,02,2030,283, 6.7, 99.9,999
1990,03,02,2100,284, 7.3, 99.9,999
1990,03,02,2130,288, 7.3, 99.9,999
1990,03,02,2200,284, 5.6, 99.9,999
1990,03,02,2230,286, 5.6, 99.9,999
1990,03,02,2300,283, 5.1, 99.9,999
1990,03,02,2330,281, 5.1, 99.9,999
1990,03,03,0000,296, 4.8, 99.9,999
1990,03,03,0030,291, 4.8, 99.9,999
1990,03,03,0100,289, 4.2, 99.9,999
1990,03,03,0130,282, 4.2, 99.9,999
1990,03,03,0200,280, 4.4, 99.9,999
1990,03,03,0230,279, 4.4, 99.9,999
1990,03,03,0300,278, 4.8, 99.9,999
1990,03,03,0330,282, 4.8, 99.9,999
1990,03,03,0400,273, 3.9, 99.9,999
1990,03,03,0430,266, 3.9, 99.9,999
1990,03,03,0500,262, 3.7, 99.9,999
1990,03,03,0530,266, 3.7, 99.9,999
1990,03,03,0600,269, 3.7, 99.9,999
1990,03,03,0630,270, 3.7, 99.9,999
1990,03,03,0700,261, 3.4, 99.9,999
1990,03,03,0730,230, 3.4, 99.9,999
1990,03,03,0800,216, 2.6, 99.9,999
1990,03,03,0830,247, 2.6, 99.9,999
1990,03,03,0900,222, 3.0, 99.9,999
1990,03,03,0930,236, 3.0, 99.9,999
1990,03,03,1000,247, 3.0, 99.9,999
1990,03,03,1030,245, 3.0, 99.9,999
1990,03,03,1100,247, 3.1, 99.9,999
1990,03,03,1130,246, 3.1, 99.9,999
1990,03,03,1200,251, 4.2, 99.9,999
1990,03,03,1230,256, 4.2, 99.9,999
1990,03,03,1300,268, 4.3, 99.9,999
1990,03,03,1330,272, 4.3, 99.9,999
1990,03,03,1400,276, 3.6, 99.9,999
1990,03,03,1430,267, 3.6, 99.9,999
1990,03,03,1500,266, 3.2, 99.9,999
1990,03,03,1530,253, 3.2, 99.9,999
1990,03,03,1600,221, 3.3, 99.9,999
1990,03,03,1630,218, 3.3, 99.9,999
1990,03,03,1700,213, 3.5, 99.9,999
1990,03,03,1730,208, 3.5, 99.9,999
1990,03,03,1800,203, 3.6, 99.9,999
1990,03,03,1830,195, 3.6, 99.9,999
1990,03,03,1900,187, 3.9, 99.9,999
1990,03,03,1930,197, 3.9, 99.9,999
1990,03,03,2000,203, 3.6, 99.9,999
1990,03,03,2030,208, 3.6, 99.9,999
1990,03,03,2100,207, 3.6, 99.9,999
1990,03,03,2130,206, 3.6, 99.9,999
1990,03,03,2200,202, 2.9, 99.9,999
1990,03,03,2230,199, 2.9, 99.9,999
1990,03,03,2300,199, 3.7, 99.9,999
1990,03,03,2330,187, 3.7, 99.9,999
1990,03,04,0000,197, 3.7, 99.9,999
1990,03,04,0030,197, 3.7, 99.9,999
1990,03,04,0100,198, 4.2, 99.9,999
1990,03,04,0130,197, 4.2, 99.9,999
1990,03,04,0200,196, 3.3, 99.9,999
1990,03,04,0230,208, 3.3, 99.9,999
1990,03,04,0300,244, 2.9, 99.9,999
1990,03,04,0330,267, 2.9, 99.9,999
1990,03,04,0400,208, 3.5, 99.9,999
1990,03,04,0430,201, 3.5, 99.9,999
1990,03,04,0500,193, 3.7, 99.9,999
1990,03,04,0530,210, 3.7, 99.9,999
