,Datum ,NO (Âµg/mÂ³),NO2 (Âµg/mÂ³),Ozon (Âµg/mÂ³),Temperatur (Â°C),Globalstrahlung (W/mÂ²),Niederschlag (mm),Windrichtung (Â°),Windgeschwindigkeit (m/s),Unnamed: 9,Unnamed: 10,NO (Âµg/mÂ³).1,NO Max,NO2 (Âµg/mÂ³).1,NO2 Max,Ozon (Âµg/mÂ³).1,Ozon Max,Temperatur (Â°C).1,Globalstrahlung (W/mÂ²).1,Niederschlag (mm).1,Temperatur (Â°C).2,Temperatur (Â°C).3,Ozon-8h-Mittel 12-20h,Unnamed: 23,Wind-G mittel (m/s),Wind-G Max,NO2 (ppb)
0,2020-01-01 00:00:00,42.5,34.8,1.1,2.8,8.0,0.0,305.0,0.8,,1/1/2020,36.7234042553191,75.3,31.7446808510638,45.6,3.06382978723404,15.4,0.683333333333334,2176.0,0.0,4.5,-1.6,7.9,,0.90625,1.9,17.126183695372198
1,2020-01-01 00:30:00,59.8,34.3,1.6,2.6,8.0,0.0,325.0,0.6,,1/2/2020,16.1270833333333,39.8,36.0354166666667,44.8,2.4468085106383,11.6,0.691666666666667,1376.0,0.55,3.3,-1.6,6.6,,1.43125,2.4,16.86788365189447
2,2020-01-01 01:00:00,63.7,34.2,1.7,1.9,8.0,0.0,295.0,0.7,,1/3/2020,3.14791666666667,13.5,26.7770833333333,40.8,21.3595744680851,44.9,6.42916666666667,893.0,0.135,8.9,2.9,38.1,,1.61458333333333,2.1,16.776011336917048
3,2020-01-01 01:30:00,56.8,31.2,,1.1,8.0,0.0,16.0,0.4,,1/4/2020,3.44042553191489,11.2,20.4446808510638,37.7,41.863829787234,62.2,5.68958333333333,1415.0,0.385,8.6,3.1,51.4,,1.12083333333333,2.5,15.25991750627631
4,2020-01-01 02:00:00,61.3,28.4,1.1,0.5,8.0,0.0,352.0,0.3,,1/5/2020,2.18541666666667,7.8,20.3145833333333,34.7,28.5914893617021,46,5.7875,1552.0,0.0,7.1,3.9,44.7,,0.879166666666667,1.3,13.860048440598757
5,2020-01-01 02:30:00,75.3,28.2,1.0,0.1,8.0,0.0,15.0,0.4,,1/6/2020,23.49375,61.8,28.2645833333333,36.7,4.08723404255319,19.4,0.46875,2129.0,0.0,3.8,-1.7,15.3,,0.733333333333333,1.3,13.742325612069985
6,2020-01-01 03:00:00,63.4,28.6,1.5,0.2,8.0,0.0,292.0,0.7,,1/7/2020,7.23404255319149,33.1,31.7276595744681,48.2,11.7297872340426,27.7,4.4,1442.0,0.67,7.4,0.1,17.8,,1.03333333333333,2.2,13.942352766255521
7,2020-01-01 03:30:00,,,0.6,0.1,8.0,0.0,310.0,0.9,,1/8/2020,2.99375,11.8,28.3583333333333,36.6,19.436170212766,34,5.64375,892.0,1.64,8.3,2.5,23.1,,1.50416666666667,2.5,
8,2020-01-01 04:00:00,46.0,29.4,0.7,0.0,8.0,0.0,315.0,0.9,,1/9/2020,3.07555555555555,24.6,31.4266666666667,51,20.6977272727273,37.3,10.6,1032.0,0.775,12.6,8.3,25.7,,1.28125,1.9,14.321862202870015
9,2020-01-01 04:30:00,43.4,29.0,0.6,-0.4,8.0,0.0,316.0,0.7,,1/10/2020,5.3531914893617,28.2,21.8808510638298,44,44,61.8,9.38333333333333,2207.0,2.595,12.0,7.1,50,,1.71041666666667,3.0,14.106319390326652
10,2020-01-01 05:00:00,39.1,29.4,0.4,-0.6,8.0,0.0,318.0,0.9,,1/11/2020,2.8375,16.5,24.5458333333333,42.2,34.1063829787234,66.1,5.32291666666667,1987.0,0.0,7.5,2.3,47,,0.827083333333333,1.5,14.29040286799276
11,2020-01-01 05:30:00,35.5,29.7,0.4,-0.7,8.0,0.0,321.0,1.1,,1/12/2020,1.59166666666667,6.1,20.7354166666667,30.9,24.8553191489362,40.4,3.13125,1247.0,0.0,5.4,0.1,35.8,,1.425,2.4,14.430926580671517
12,2020-01-01 06:00:00,39.7,29.2,0.4,-1.0,8.0,0.0,324.0,0.9,,1/13/2020,5.10212765957447,14,29.4255319148936,48.2,22.5,43,6.46666666666667,1507.0,0.0,7.9,5.3,39.1,,1.42291666666667,2.0,14.172359025842791
13,2020-01-01 06:30:00,38.6,28.1,0.2,-1.1,8.0,0.0,333.0,0.4,,1/14/2020,3.24166666666667,19.1,33.4270833333333,57.2,26.7042553191489,55.1,9.05833333333333,1617.0,0.0,12.6,5.5,39,,1.6625,2.5,13.633457409259215
14,2020-01-01 07:00:00,47.7,30.9,0.4,-1.2,8.0,0.0,305.0,0.7,,1/15/2020,4.12916666666667,37.2,31.8375,62.1,35.2787234042553,62.8,10.58125,2709.0,0.0,13.7,7.0,45.9,,1.17291666666667,1.9,14.986440652152012
15,2020-01-01 07:30:00,45.8,29.3,0.3,-1.2,8.0,0.0,301.0,0.9,,1/16/2020,4.51702127659574,48,24.2255319148936,69.5,44.7510638297872,60.9,11.76875,2708.0,0.0,14.5,9.3,54.7,0.8,1.29583333333333,3.0,14.210443725179742
16,2020-01-01 08:00:00,38.1,29.6,0.2,-1.0,8.0,0.0,309.0,0.9,,1/17/2020,8.84375,40.6,33.06875,57.4,18.7894736842105,43.3,7.58541666666667,1583.0,0.0,9.9,3.7,46.8,0.7,1.3375,2.2,14.366500930306392
17,2020-01-01 08:30:00,41.7,31.3,0.5,-1.2,11.0,0.0,298.0,1.2,,1/18/2020,2.58125,9.6,23.1645833333333,41.5,38.3852941176471,60.2,5.43541666666667,1645.0,0.0,8.3,1.7,#DIV/0!,0.7,1.02083333333333,2.3,15.180439883895081
18,2020-01-01 09:00:00,36.1,29.1,0.6,-1.2,19.0,0.0,344.0,0.6,,1/19/2020,4.73404255319149,17.7,24.8148936170213,40.5,10.9833333333333,15.5,3.42083333333333,2135.0,0.0,5.7,0.8,#DIV/0!,0.6,0.99375,2.2,14.113444109308208
19,2020-01-01 09:30:00,37.3,28.7,1.1,-1.3,34.0,0.0,341.0,0.7,,1/20/2020,6.11666666666667,39,21.7833333333333,60.9,42.6958333333333,68.2,4.47916666666667,2902.0,0.0,7.5,1.6,#DIV/0!,0.6,1.01666666666667,2.1,13.91432649371606
20,2020-01-01 10:00:00,30.8,27.6,2.0,-0.8,66.0,0.0,350.0,0.7,,1/21/2020,31.225,99,35.1020833333333,55.6,15.7404761904762,46.4,1.19583333333333,3111.0,0.0,4.6,-1.7,32.4,0.7,0.94375,1.6,13.405635825705085
21,2020-01-01 10:30:00,31.6,27.0,3.2,-0.4,135.0,0.0,313.0,1.0,,1/22/2020,24.4936170212766,60.6,33.0531914893617,42.7,7.98723404255319,26.5,-1.11875,1856.0,0.0,0.0,-2.5,15.6,0.8,1.16666666666667,2.1,13.133469777200677
22,2020-01-01 11:00:00,30.3,26.2,4.8,0.6,211.0,0.0,319.0,1.1,,1/23/2020,10.6276595744681,35.7,25.3468085106383,43.8,21.15,36.1,1.14166666666667,1342.0,0.0,2.7,-1.2,30.8,1,1.30416666666667,2.0,12.791055247924438
23,2020-01-01 11:30:00,31.9,27.5,6.3,1.2,236.0,0.0,296.0,1.6,,1/24/2020,34.2791666666667,92.7,40.4291666666667,55.3,9.42553191489362,33.7,1.325,2621.0,0.0,4.6,-1.0,30.9,1.4,1.08333333333333,1.8,13.45515217677464
24,2020-01-01 12:00:00,23.6,24.9,9.6,1.9,245.0,0.0,303.0,1.7,,1/25/2020,50.2170212765957,84.7,43.2148936170213,52.7,2.34468085106383,8.2,0.760416666666667,3069.0,0.0,4.5,-1.8,5.2,1.9,0.889583333333333,1.6,12.214113517229075
25,2020-01-01 12:30:00,27.1,25.9,9.9,2.6,203.0,0.0,314.0,1.3,,1/26/2020,34.40625,65.1,36.3020833333333,49.6,2.75744680851064,11,2.19583333333333,2516.0,0.0,5.5,0.2,6.4,2.5,0.7375,1.3,12.736973369797866
26,2020-01-01 13:00:00,23.6,26.6,11.1,3.0,135.0,0.0,324.0,1.5,,1/27/2020,7.36875,58.1,37.8854166666667,54.1,19.0127659574468,50.9,6.73125,995.0,3.08,9.1,2.7,36.9,3.2,1.60625,2.3,13.100191365136642
27,2020-01-01 13:30:00,24.5,28.0,11.1,3.3,134.0,0.0,325.0,1.9,,1/28/2020,4.2468085106383,14.6,18.7851063829787,32.3,62.5489361702128,82.5,5.74791666666667,1750.0,4.545,7.9,2.8,72,3.9,2.14583333333333,4.4,13.8046557568523
28,2020-01-01 14:00:00,22.1,29.0,12.3,4.0,126.0,0.0,330.0,1.2,,1/29/2020,4.33541666666667,14.4,25.29375,51.5,52.0829787234043,76.6,4.47083333333333,1638.0,2.145,7.2,2.8,65.5,4.6,1.32083333333333,2.9,14.333882379574817
29,2020-01-01 14:30:00,24.0,30.7,14.4,4.3,115.0,0.0,290.0,1.4,,1/30/2020,1.95957446808511,14.5,23.9212765957447,42.2,43.2434782608696,59.4,7.2,2500.0,1.07,10.5,4.0,49.3,5.5,1.40625,2.2,15.190569647052838
30,2020-01-01 15:00:00,22.9,31.6,15.4,4.5,122.0,0.0,308.0,1.3,,1/31/2020,2.91489361702128,12.7,14.9893617021277,24.6,41.2425531914894,52.7,12.4708333333333,1819.0,0.0,14.4,9.7,48,6.4,1.45416666666667,2.1,15.647166937979653
31,2020-01-01 15:30:00,23.1,38.4,11.8,4.4,78.0,0.0,310.0,1.3,,2/1/2020,0.78125,3.3,11.5208333333333,21.3,48.5085106382979,78.6,12.2041666666667,1405.0,11.055,14.3,8.0,54.1,7.1,1.61666666666667,3.8,19.007430520123926
32,2020-01-01 16:00:00,22.7,41.9,8.3,4.1,35.0,0.0,304.0,1.1,,2/2/2020,0.897916666666667,4.5,10.0604166666667,19.1,57.336170212766,84.4,11.2708333333333,799.0,1.14,15.0,7.7,64.6,7.7,1.60833333333333,3.6,20.717461163192503
33,2020-01-01 16:30:00,27.7,45.6,3.8,3.6,21.0,0.0,310.0,1.0,,2/3/2020,1.49574468085106,8.1,21.7382978723404,41.5,53.7021276595745,79.6,9.88333333333333,1299.0,11.255,11.5,8.6,75.1,7.9,1.34583333333333,2.0,22.50626498208468
34,2020-01-01 17:00:00,35.4,43.9,0.6,2.9,10.0,0.0,308.0,0.7,,2/4/2020,9.81666666666667,24.4,22.3395833333333,42.7,54.8659574468085,78.6,6.36875,2035.0,9.28,11.8,4.9,64.1,7.9,2.61666666666667,5.2,21.612411470908132
35,2020-01-01 17:30:00,25.5,38.6,0.0,1.9,8.0,0.0,192.0,0.2,,2/5/2020,12.2583333333333,53.7,30.2770833333333,63,38.3765957446808,57.7,4.49791666666667,3702.0,0.0,7.5,1.4,52.3,7.8,1.38541666666667,2.9,18.93432858494146
36,2020-01-01 18:00:00,24.8,34.9,0.0,1.2,8.0,0.0,169.0,0.4,,2/6/2020,29.3872340425532,79.1,39.4212765957447,66.7,13.4808510638298,34.6,2.1875,3904.0,0.0,6.8,-1.1,21.9,7.7,0.895833333333333,2.2,17.075811307979453
37,2020-01-01 18:30:00,37.1,38.7,0.5,1.4,8.0,0.0,172.0,0.9,,2/7/2020,25.4458333333333,131.8,29.4770833333333,59.9,29.0813953488372,54.4,3.0875,3593.0,0.0,8.4,-1.4,52.1,7.5,1.71666666666667,4.4,18.94887228539067
38,2020-01-01 19:00:00,44.6,35.6,0.6,1.0,8.0,0.0,169.0,0.8,,2/8/2020,6.8375,26.6,31.9354166666667,47.3,21.4234042553192,43.1,5.11458333333333,3517.0,0.0,9.5,0.6,49.5,7.2,1.20833333333333,2.3,17.40560821853366
39,2020-01-01 19:30:00,48.5,32.2,0.6,0.3,8.0,0.0,170.0,1.0,,2/9/2020,0.751063829787234,3.6,18.6723404255319,38.9,53.0021276595745,78.2,10.375,3022.0,0.0,14.5,4.4,74.2,6.9,2.11666666666667,3.4,15.70307681033804
40,2020-01-01 20:00:00,42.1,31.4,0.6,-1.1,8.0,0.0,173.0,1.0,,2/10/2020,4.14166666666667,14.3,9.83541666666667,21.5,69.4829787234043,76.1,10.6541666666667,2761.0,12.435,15.0,6.7,74.4,6.3,3.94583333333333,6.1,15.23453959611172
41,2020-01-01 20:30:00,41.0,32.8,0.5,-1.6,8.0,0.0,174.0,0.9,,2/11/2020,6.92083333333333,67.4,12.9791666666667,23.1,70.8,82,6.69375,3475.0,1.485,8.9,3.0,78.2,5.7,3.76041666666667,5.9,15.884538676764375
42,2020-01-01 21:00:00,32.0,32.4,0.3,-1.4,8.0,0.0,173.0,0.9,,2/12/2020,5.29574468085106,22.1,18.9723404255319,37.7,57.4276595744681,76,4.90208333333333,2117.0,1.03,7.1,2.8,69.5,5.1,1.67708333333333,3.7,15.702381280825445
43,2020-01-01 21:30:00,26.1,33.1,0.4,-1.3,8.0,0.0,182.0,0.8,,2/13/2020,3.6875,20.8,22.9770833333333,44,45.5276595744681,74,4.97291666666666,1382.0,8.145,7.6,2.8,53.8,4.4,1.61041666666667,3.4,16.047533342926886
44,2020-01-01 22:00:00,24.8,34.0,0.4,-1.3,8.0,0.0,182.0,0.8,,2/14/2020,7.77272727272727,26.1,26.169696969697,52.4,48.28125,78.8,7.46666666666667,1523.0,1.83,9.2,6.1,70.6,3.6,1.46969696969697,2.9,16.483871107538192
45,2020-01-01 22:30:00,23.6,33.6,0.4,-1.3,8.0,0.0,174.0,0.7,,2/15/2020,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.0,0.0,0.0,0.0,#DIV/0!,2.8,#DIV/0!,0.0,16.28994321215539
46,2020-01-01 23:00:00,22.6,33.2,0.4,-1.3,8.0,0.0,168.0,0.7,,2/16/2020,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.0,0.0,0.0,0.0,#DIV/0!,1.8,#DIV/0!,0.0,16.096015316772586
47,2020-01-01 23:30:00,20.2,33.3,0.3,-1.3,8.0,0.0,158.0,0.9,,2/17/2020,2.14468085106383,14.4,17.8872340425532,38.5,67.9304347826087,92.9,10.0872340425532,1394.0,4.915,17.7,8.0,#DIV/0!,1.1,1.91489361702128,6.7,16.144497290618283
48,2020-02-01 00:00:00,14.8,33.0,0.2,-1.3,8.0,0.0,122.0,0.6,,2/18/2020,4.95531914893617,24.2,15.2404255319149,36.7,61.0255319148936,73.6,7.675,3205.0,0.72,8.8,6.4,70.4,0.6,1.6875,2.9,15.999051369081185
49,2020-02-01 00:30:00,9.3,33.6,0.0,-1.1,8.0,0.0,89.0,0.8,,2/19/2020,8.09791666666667,33.4,21.44375,46.7,54.4255319148936,67.4,6.62708333333334,2568.0,1.25,8.4,4.7,62.7,0.4,2.1875,3.8,16.301927720680055
50,2020-02-01 01:00:00,7.7,33.6,0.0,-0.9,8.0,0.0,113.0,0.5,,2/20/2020,2.85625,9.6,19.2,33.1,57.263829787234,78.9,8,2404.0,0.085,10.5,5.2,67.6,0.3,1.55833333333333,2.8,16.31391222920473
51,2020-02-01 01:30:00,6.4,33.9,0.0,-0.9,8.0,0.0,159.0,1.0,,2/21/2020,5.32978723404255,41.6,22.0489361702128,52.6,52.5404255319149,82.7,6.64375,4679.0,0.07,9.1,2.8,75.6,0.3,1.82708333333333,4.8,16.459572159822624
52,2020-02-01 02:00:00,6.5,33.2,0.0,-0.7,8.0,0.0,142.0,0.9,,2/22/2020,0.747916666666667,3.5,14.7291666666667,21.7,57.3085106382979,71.3,8.57916666666667,4090.0,0.86,12.2,4.6,64.1,0.3,1.83125,3.1,16.131540824185
53,2020-02-01 02:30:00,9.1,33.8,,-0.5,8.0,0.0,182.0,0.9,,2/23/2020,0.789583333333334,3.3,6.7125,11.8,60.8,73.4,10.9583333333333,859.0,7.795,13.8,8.0,66.7,0.3,2.19791666666667,3.2,16.435130539386524
54,2020-02-01 03:00:00,11.3,34.3,0.0,-0.7,8.0,0.0,180.0,1.2,,2/24/2020,2.2125,6.3,16.8575,33.6,45.4853658536585,73.6,8.92708333333333,1868.0,1.46,13.2,6.0,63.3,0.3,1.64583333333333,3.6,16.666019586432085
55,2020-02-01 03:30:00,12.7,35.6,0.0,-1.2,8.0,0.0,180.0,1.5,,2/25/2020,1.66666666666667,11.5,17.5833333333333,32.9,53.6595744680851,82.8,8.325,1340.0,13.66,11.1,6.4,57.3,0.2,1.6375,2.4,17.265931625133064
56,2020-02-01 04:00:00,13.7,36.6,0.0,-1.6,8.0,0.0,170.0,1.5,,2/26/2020,4.97045454545455,15.3,17.2954545454545,43.8,63.4181818181818,83.6,4.35777777777778,1996.0,1.965,6.3,1.5,80.2,0.2,2.12444444444444,4.8,17.72482059663342
57,2020-02-01 04:30:00,10.5,37.9,0.1,-1.6,8.0,0.0,175.0,1.2,,2/27/2020,2.76808510638298,17.1,16.663829787234,35.9,59.0425531914894,76.9,3.25833333333333,1951.0,10.325,5.8,1.0,68.3,0.2,2.3625,4.9,18.354390727114932
58,2020-02-01 05:00:00,8.6,38.7,0.1,-1.6,8.0,0.0,167.0,1.1,,2/28/2020,3.96875,18.5,18.2916666666667,36.3,60.2553191489362,75.1,5.54791666666667,5631.0,0.0,9.0,2.5,67.8,0.2,1.76875,3.1,18.741818499718946
59,2020-02-01 05:30:00,14.1,38.2,0.1,-1.4,8.0,0.0,160.0,1.3,,2/29/2020,1.125,6.2,13.4,28.1,62.836170212766,84.1,10.2979166666667,3706.0,4.725,16.3,6.3,74.7,0.1,1.81666666666667,3.8,18.513301386652223
60,2020-02-01 06:00:00,12.1,38.0,0.0,-1.3,8.0,0.0,158.0,1.5,,3/1/2020,0.457446808510638,4.2,7.04042553191489,12.7,76.6191489361702,85.3,9.35,4089.0,0.995,12.8,5.6,79.6,0.1,2.01875,4.0,18.423150061366215
61,2020-02-01 06:30:00,12.9,37.2,0.0,-1.2,8.0,0.0,159.0,1.5,,3/2/2020,5.575,30.5,19.7854166666667,70.9,56.3553191489362,86.1,7.23541666666667,3333.0,3.805,11.1,3.5,79.1,0.1,1.73541666666667,3.9,18.04192855210534
62,2020-02-01 07:00:00,13.9,36.1,0.0,-1.1,8.0,0.0,158.0,1.5,,3/3/2020,4.84166666666667,18.7,21.9375,47.2,52.7659574468085,83.9,5.3625,3495.0,5.43,7.5,2.8,64,0.1,1.42708333333333,4.5,17.514868771325894
63,2020-02-01 07:30:00,20.2,36.3,0.0,-1.0,8.0,0.0,166.0,1.3,,3/4/2020,3.54893617021277,15.4,24.4021276595745,41.5,43.6106382978723,64.1,5.1,3041.0,0.16,8.3,2.6,54.2,0,1.23333333333333,2.1,17.61837783007169
64,2020-02-01 08:00:00,15.2,35.3,0.0,-1.0,8.0,0.0,161.0,1.5,,3/5/2020,0.727083333333333,2.9,17.5520833333333,29.2,50.2425531914894,70.1,7.00833333333333,2020.0,6.12,9.2,5.2,54,0,2.1625,3.4,17.13302306891269
65,2020-02-01 08:30:00,11.7,36.2,0.5,-1.0,9.0,0.0,161.0,1.6,,3/6/2020,7.60833333333333,27.2,21.7,46.1,42.5957446808511,83.3,6.81666666666666,1182.0,7.225,9.7,5.6,65.1,0.1,1.77708333333333,3.0,17.569842353955792
66,2020-02-01 09:00:00,7.0,33.4,1.7,-0.9,14.0,0.0,157.0,2.2,,3/7/2020,2.77234042553192,11,21.2340425531915,36,52.2297872340426,72.3,6.25208333333333,3009.0,0.69,8.6,4.4,61.4,0.2,1.15833333333333,2.5,16.216805608792793
67,2020-02-01 09:30:00,9.8,32.1,4.2,-0.8,22.0,0.0,167.0,1.9,,3/8/2020,0.372916666666667,2,15.5041666666667,28,64.4340425531915,85.4,8.45,4520.0,1.685,12.3,5.1,77.9,0.4,1.59791666666667,2.6,15.591337319026566
68,2020-02-01 10:00:00,9.0,31.0,9.2,-0.6,30.0,0.0,169.0,1.8,,3/9/2020,4.25833333333333,19,22.8916666666667,48.6,52.9382978723404,68.8,8.18125,4467.0,3.16,11.2,6.6,67,1.1,1.42083333333333,2.7,15.068111867611416
69,2020-02-01 10:30:00,10.3,30.6,8.2,-0.3,48.0,0.0,162.0,1.6,,3/10/2020,1.45531914893617,5.5,17.5702127659574,28.4,51.1765957446809,59.4,7.5375,948.0,15.755,11.2,5.7,54,1.5,1.79583333333333,2.5,14.890056312387772
70,2020-02-01 11:00:00,24.4,32.2,5.5,0.0,67.0,0.0,170.0,0.9,,3/11/2020,2.98125,11,11.05,19.7,51.136170212766,57.3,13.91875,2524.0,0.0,16.1,11.2,52.9,1.9,1.94791666666667,3.2,15.68584907933383
71,2020-02-01 11:30:00,15.5,28.8,8.5,0.2,82.0,0.0,155.0,1.6,,3/12/2020,5.02083333333333,18.1,16.8875,38.9,58.3255319148936,74.2,12.3208333333333,2060.0,3.045,14.4,8.7,62.5,2.4,1.85,3.8,14.039851736648915
72,2020-02-01 12:00:00,21.6,29.4,8.4,0.5,113.0,0.0,164.0,1.4,,3/13/2020,4.88085106382979,14.4,19.9063829787234,40.5,58.6574468085107,76.5,8.23541666666666,4240.0,0.0,10.9,5.2,70.3,2.9,1.75833333333333,4.2,14.348078315267726
73,2020-02-01 12:30:00,19.9,29.3,9.2,1.0,121.0,0.0,166.0,1.6,,3/14/2020,3.98125,21,18.14375,31.3,45.0063829787234,78.9,6.925,5761.0,0.04,11.4,3.6,66.9,3.5,1.03333333333333,1.7,14.32540226974821
74,2020-02-01 13:00:00,18.4,28.7,10.0,1.4,131.0,0.0,162.0,1.7,,3/15/2020,0.391666666666667,1.9,10.7729166666667,27.8,65.8148936170213,86.9,10.2854166666667,8255.0,0.0,15.8,4.7,81.2,4.1,1.64583333333333,2.3,14.05252285764114
75,2020-02-01 13:30:00,17.6,28.9,11.6,1.8,130.0,0.0,178.0,1.5,,3/16/2020,5.55744680851064,31.6,24.4170212765957,61.2,49.3446808510638,90.2,12.4041666666667,7969.0,0.0,18.8,5.8,77,4.8,1.1875,1.8,14.171066054312973
76,2020-02-01 14:00:00,22.2,31.7,7.9,1.8,100.0,0.0,169.0,1.7,,3/17/2020,6.3875,23.8,26.6666666666667,40.7,37.9638297872341,66.2,13.1770833333333,7591.0,0.005,16.8,9.7,56.3,5.3,1.01041666666667,2.5,15.544041312170284
77,2020-02-01 14:30:00,19.6,32.0,6.9,1.9,82.0,0.0,166.0,1.7,,3/18/2020,7.475,36.9,23.1479166666667,45.5,38.968085106383,79.2,12.2125,9066.0,0.0,17.9,6.8,72.7,5.7,1.17916666666667,2.4,15.696852712904839
78,2020-02-01 15:00:00,18.7,31.8,6.7,1.8,67.0,0.0,167.0,2.1,,3/19/2020,10.1914893617021,64.1,27.5297872340426,46.1,42.3574468085106,84.6,13.35625,8857.0,0.0,19.0,8.5,73,6.2,1.05,1.9,15.593076142808048
79,2020-02-01 15:30:00,23.4,35.2,4.0,2.1,49.0,0.0,164.0,1.4,,3/20/2020,8.37083333333334,52.6,21.7958333333333,52.5,45.9446808510638,88.8,13.23125,8275.0,0.0,18.7,9.4,70,6.4,1.60416666666667,3.6,17.27909318360212
80,2020-02-01 16:00:00,39.8,37.1,2.2,2.4,40.0,0.0,210.0,0.6,,3/21/2020,0.725,3.6,6.15416666666667,10.5,62.4851063829788,72.5,6.375,2172.0,6.055,10.5,4.6,67.3,6.5,1.63541666666667,3.5,18.23162085109735
81,2020-02-01 16:30:00,18.9,35.8,2.1,2.3,21.0,0.0,153.0,1.7,,3/22/2020,0.180851063829787,3.7,3.46595744680851,7.1,78.8957446808511,92,5.40416666666667,10547.0,0.0,9.7,1.9,88.6,6.6,2.5125,3.8,17.586392389537476
82,2020-02-01 17:00:00,18.9,36.9,1.1,2.0,10.0,0.0,177.0,2.4,,3/23/2020,0.430434782608696,4.6,6.04782608695652,24.6,76.2212765957447,85.8,4.1125,10720.0,0.0,8.4,0.2,86.5,6.6,2.31875,3.9,18.107014063802918
83,2020-02-01 17:30:00,27.7,38.3,0.4,2.1,8.0,0.0,222.0,1.3,,3/24/2020,0.141666666666667,1.3,5.875,11.3,80.6765957446808,91.8,5.39791666666667,10852.0,0.0,9.6,1.0,89,6.4,2.33541666666667,3.6,18.800831503748896
84,2020-02-01 18:00:00,24.4,37.3,0.2,2.2,8.0,0.0,50.0,0.9,,3/25/2020,1.76595744680851,18.5,9.65531914893617,35.5,90.836170212766,106,6.05,10871.0,0.0,10.1,0.8,101,5.8,2.02083333333333,3.4,18.316600290264084
85,2020-02-01 18:30:00,22.5,40.1,0.3,2.3,8.0,0.0,178.0,1.2,,3/26/2020,0.989583333333333,5,7.96666666666667,19.7,83.5148936170213,96.5,6.58541666666667,9744.0,0.0,11.1,2.3,99.4,5.3,1.87916666666667,3.6,19.6987244363255
86,2020-02-01 19:00:00,23.1,41.3,0.4,2.6,8.0,0.0,165.0,1.6,,3/27/2020,0.533333333333333,4.5,13.2229166666667,39.2,74.2382978723405,104.9,10.7583333333333,10379.0,0.0,17.6,4.5,96.5,5,1.19375,2.4,20.310308886974973
87,2020-02-01 19:30:00,15.9,44.5,1.6,3.0,8.0,0.0,178.0,1.5,,3/28/2020,2.9468085106383,18.9,16.4276595744681,36.2,78.7595744680851,122.9,12.7958333333333,10500.0,0.0,19.8,5.8,115,4.6,1.49166666666667,3.1,21.915733674758666
88,2020-02-01 20:00:00,25.7,44.8,0.9,3.2,8.0,0.0,187.0,1.4,,3/29/2020,0.44375,1.7,5.34791666666667,8.2,79.7191489361702,100.7,6.48125,4436.0,0.0,10.3,4.3,113,4.1,2.20416666666667,2.9,22.0794595386139
89,2020-02-01 20:30:00,24.0,43.3,0.6,3.2,8.0,0.0,168.0,1.4,,3/30/2020,3.10625,13.4,10.5083333333333,32,71.1936170212766,85.6,4.34791666666667,12185.0,0.0,8.7,0.2,82.5,3.6,1.60625,3.5,21.340191920133524
90,2020-02-01 21:00:00,13.4,42.4,1.9,3.3,8.0,0.075,171.0,1.9,,3/31/2020,1.22765957446809,9.8,13.3829787234043,50.8,68.7468085106383,96.5,6.07916666666667,10288.0,0.0,10.4,2.6,90.3,3.1,1.64791666666667,2.9,20.904193003233484
91,2020-02-01 21:30:00,21.5,41.9,0.2,2.8,8.0,0.17,174.0,1.7,,4/1/2020,5.72291666666667,28,20.4708333333333,57.5,65.5340425531915,87.5,6.05208333333333,11981.0,0.0,11.7,0.3,87.3,2.3,1.34791666666667,3.3,20.620318874600436
92,2020-02-01 22:00:00,13.6,41.2,0.1,2.7,8.0,0.065,162.0,1.8,,4/2/2020,8.54791666666667,33.9,31.9145833333333,58.9,53.1723404255319,97.4,7.07291666666667,11830.0,0.0,14.4,-0.1,85.1,1.9,1.07083333333333,2.2,20.268479028724066
93,2020-02-01 22:30:00,12.7,41.9,0.0,2.9,8.0,0.05,158.0,1.6,,4/3/2020,2.82340425531915,7.5,24,42.3,50.1340425531915,80.4,7.92708333333333,6037.0,0.0,12.8,2.4,73.9,1.4,1.15833333333333,2.7,20.627791358338282
94,2020-02-01 23:00:00,13.7,44.2,0.0,3.2,8.0,0.17,159.0,1.4,,4/4/2020,4.35833333333333,24.2,18.48125,44.1,60.4702127659574,99,9.36041666666667,11983.0,0.0,16.1,1.7,92.3,1,1.24166666666667,3.8,21.78375249122175
95,2020-02-01 23:30:00,10.2,42.1,0.0,3.2,8.0,0.02,163.0,1.8,,4/5/2020,0.010416666666667,0.5,5.15416666666667,9.4,94.2829787234042,109.2,15.0583333333333,12228.0,0.005,20.1,9.4,105.2,0.8,2.4875,3.2,20.748777825349222
96,2020-03-01 00:00:00,11.4,40.1,0.0,3.1,8.0,0.0,161.0,1.9,,4/6/2020,1.78723404255319,10.2,17.4617021276596,38.1,85.2340425531915,128.7,15.6083333333333,11991.0,0.0,23.5,7.0,119.6,0.6,1.14791666666667,1.9,19.755936197258734
97,2020-03-01 00:30:00,13.5,39.2,0.1,2.9,8.0,0.0,157.0,1.9,,4/7/2020,4.68125,28.9,21.1583333333333,51.5,76.904255319149,122.9,16.0520833333333,11422.0,0.0,24.7,7.2,116.6,0.5,1.32083333333333,2.6,19.298554206368994
